"Treatment","Sex","BrainRegion","MouseID","SlideNumber","Cluster","n","percentage"
"CON","F","HYPO","MR159","s05","Rod-Like",29,0.201388888888889
"CON","F","HYPO","MR159","s05","Ramified",64,0.444444444444444
"CON","F","HYPO","MR159","s06","Ameboid",51,0.31875
"CON","F","HYPO","MR159","s06","Rod-Like",47,0.29375
"CON","F","HYPO","MR159","s06","Ramified",62,0.3875
"CON","F","HYPO","MR159","s07","Ameboid",99,0.53804347826087
"CON","F","HYPO","MR159","s07","Rod-Like",39,0.21195652173913
"CON","F","HYPO","MR159","s07","Ramified",46,0.25
"CON","F","HYPO","MR159","s08","Ameboid",53,0.392592592592593
"CON","F","HYPO","MR159","s08","Rod-Like",31,0.22962962962963
"CON","F","HYPO","MR159","s08","Ramified",51,0.377777777777778
"CON","F","HYPO","MR159","s09","Ameboid",47,0.361538461538462
"CON","F","HYPO","MR159","s09","Rod-Like",31,0.238461538461538
"CON","F","HYPO","MR159","s09","Ramified",52,0.4
"CON","F","HYPO","MR159","s10","Ameboid",35,0.357142857142857
"CON","F","HYPO","MR159","s10","Rod-Like",27,0.275510204081633
"CON","F","HYPO","MR159","s10","Ramified",36,0.36734693877551
"CON","F","HYPO","MR159","s11","Ameboid",19,0.26027397260274
"CON","F","HYPO","MR159","s11","Rod-Like",20,0.273972602739726
"CON","F","HYPO","MR159","s11","Ramified",34,0.465753424657534
"CON","F","HYPO","MR159","s12","Ameboid",13,0.160493827160494
"CON","F","HYPO","MR159","s12","Rod-Like",24,0.296296296296296
"CON","F","HYPO","MR159","s12","Ramified",44,0.54320987654321
"CON","F","HYPO","MR161","s01","Ameboid",60,0.41958041958042
"CON","F","HYPO","MR161","s01","Rod-Like",43,0.300699300699301
"CON","F","HYPO","MR161","s01","Ramified",40,0.27972027972028
"CON","F","HYPO","MR161","s02","Ameboid",44,0.325925925925926
"CON","F","HYPO","MR161","s02","Rod-Like",43,0.318518518518519
"CON","F","HYPO","MR161","s02","Ramified",48,0.355555555555556
"CON","F","HYPO","MR161","s03","Ameboid",53,0.375886524822695
"CON","F","HYPO","MR161","s03","Rod-Like",29,0.205673758865248
"CON","F","HYPO","MR161","s03","Ramified",59,0.418439716312057
"CON","F","HYPO","MR161","s04","Ameboid",22,0.215686274509804
"CON","F","HYPO","MR161","s04","Rod-Like",26,0.254901960784314
"CON","F","HYPO","MR161","s04","Ramified",54,0.529411764705882
"CON","F","HYPO","MR161","s05","Ameboid",43,0.318518518518519
"CON","F","HYPO","MR161","s05","Rod-Like",26,0.192592592592593
"CON","F","HYPO","MR161","s05","Ramified",66,0.488888888888889
"CON","F","HYPO","MR161","s06","Ameboid",111,0.476394849785408
"CON","F","HYPO","MR161","s06","Rod-Like",56,0.240343347639485
"CON","F","HYPO","MR161","s06","Ramified",66,0.283261802575107
"CON","F","HYPO","MR161","s07","Ameboid",44,0.273291925465839
"CON","F","HYPO","MR161","s07","Rod-Like",37,0.229813664596273
"CON","F","HYPO","MR161","s07","Ramified",80,0.496894409937888
"CON","F","HYPO","MR161","s08","Ameboid",39,0.325
"CON","F","HYPO","MR161","s08","Rod-Like",32,0.266666666666667
"CON","F","HYPO","MR161","s08","Ramified",49,0.408333333333333
"CON","F","HYPO","MR161","s09","Ameboid",46,0.422018348623853
"CON","F","HYPO","MR161","s09","Rod-Like",29,0.26605504587156
"CON","F","HYPO","MR161","s09","Ramified",34,0.311926605504587
"CON","F","HYPO","MR161","s10","Ameboid",31,0.271929824561404
"CON","F","HYPO","MR161","s10","Rod-Like",34,0.298245614035088
"CON","F","HYPO","MR161","s10","Ramified",49,0.429824561403509
"CON","F","HYPO","MR161","s11","Ameboid",46,0.368
"CON","F","HYPO","MR161","s11","Rod-Like",29,0.232
"CON","F","HYPO","MR161","s11","Ramified",50,0.4
"CON","F","HYPO","MR161","s12","Ameboid",36,0.307692307692308
"CON","F","HYPO","MR161","s12","Rod-Like",29,0.247863247863248
"CON","F","HYPO","MR161","s12","Ramified",52,0.444444444444444
"CON","F","HYPO","MR175","s01","Ameboid",31,0.344444444444444
"CON","F","HYPO","MR175","s01","Rod-Like",28,0.311111111111111
"CON","F","HYPO","MR175","s01","Ramified",31,0.344444444444444
"CON","F","HYPO","MR175","s02","Ameboid",52,0.393939393939394
"CON","F","HYPO","MR175","s02","Rod-Like",27,0.204545454545455
"CON","F","HYPO","MR175","s02","Ramified",53,0.401515151515151
"CON","F","HYPO","MR175","s03","Ameboid",34,0.369565217391304
"CON","F","HYPO","MR175","s03","Rod-Like",29,0.315217391304348
"CON","F","HYPO","MR175","s03","Ramified",29,0.315217391304348
"CON","F","HYPO","MR175","s04","Ameboid",56,0.380952380952381
"CON","F","HYPO","MR175","s04","Rod-Like",35,0.238095238095238
"CON","F","HYPO","MR175","s04","Ramified",56,0.380952380952381
"CON","F","HYPO","MR175","s05","Ameboid",35,0.315315315315315
"CON","F","HYPO","MR175","s05","Rod-Like",33,0.297297297297297
"CON","F","HYPO","MR175","s05","Ramified",43,0.387387387387387
"CON","F","HYPO","MR175","s06","Ameboid",43,0.273885350318471
"CON","F","HYPO","MR175","s06","Rod-Like",41,0.261146496815287
"CON","F","HYPO","MR175","s06","Ramified",73,0.464968152866242
"CON","F","HYPO","MR175","s07","Ameboid",55,0.352564102564103
"CON","F","HYPO","MR175","s07","Rod-Like",42,0.269230769230769
"CON","F","HYPO","MR175","s07","Ramified",59,0.378205128205128
"CON","F","HYPO","MR175","s08","Ameboid",39,0.278571428571429
"CON","F","HYPO","MR175","s08","Rod-Like",41,0.292857142857143
"CON","F","HYPO","MR175","s08","Ramified",60,0.428571428571429
"CON","F","HYPO","MR175","s09","Ameboid",30,0.3
"CON","F","HYPO","MR175","s09","Rod-Like",34,0.34
"CON","F","HYPO","MR175","s09","Ramified",36,0.36
"CON","F","HYPO","MR175","s10","Ameboid",28,0.28
"CON","F","HYPO","MR175","s10","Rod-Like",33,0.33
"CON","F","HYPO","MR175","s10","Ramified",39,0.39
"CON","F","HYPO","MR175","s11","Ameboid",31,0.322916666666667
"CON","F","HYPO","MR175","s11","Rod-Like",33,0.34375
"CON","F","HYPO","MR175","s11","Ramified",32,0.333333333333333
"CON","F","HYPO","MR175","s12","Ameboid",26,0.325
"CON","F","HYPO","MR175","s12","Rod-Like",23,0.2875
"CON","F","HYPO","MR175","s12","Ramified",31,0.3875
"CON","F","HYPO","MR277","s01","Ameboid",53,0.335443037974684
"CON","F","HYPO","MR277","s01","Rod-Like",50,0.316455696202532
"CON","F","HYPO","MR277","s01","Ramified",55,0.348101265822785
"CON","F","HYPO","MR277","s02","Ameboid",56,0.327485380116959
"CON","F","HYPO","MR277","s02","Rod-Like",41,0.239766081871345
"CON","F","HYPO","MR277","s02","Ramified",74,0.432748538011696
"CON","F","HYPO","MR277","s03","Ameboid",36,0.352941176470588
"CON","F","HYPO","MR277","s03","Rod-Like",31,0.303921568627451
"CON","F","HYPO","MR277","s03","Ramified",35,0.343137254901961
"CON","F","HYPO","MR277","s04","Ameboid",39,0.267123287671233
"CON","F","HYPO","MR277","s04","Rod-Like",39,0.267123287671233
"CON","F","HYPO","MR277","s04","Ramified",68,0.465753424657534
"CON","F","HYPO","MR277","s05","Ameboid",28,0.202898550724638
"CON","F","HYPO","MR277","s05","Rod-Like",52,0.376811594202899
"CON","F","HYPO","MR277","s05","Ramified",58,0.420289855072464
"CON","F","HYPO","MR277","s06","Ameboid",56,0.32183908045977
"CON","F","HYPO","MR277","s06","Rod-Like",43,0.247126436781609
"CON","F","HYPO","MR277","s06","Ramified",75,0.431034482758621
"CON","F","HYPO","MR277","s07","Ameboid",53,0.333333333333333
"CON","F","HYPO","MR277","s07","Rod-Like",52,0.327044025157233
"CON","F","HYPO","MR277","s07","Ramified",54,0.339622641509434
"CON","F","HYPO","MR277","s08","Ameboid",90,0.461538461538462
"CON","F","HYPO","MR277","s08","Rod-Like",56,0.287179487179487
"CON","F","HYPO","MR277","s08","Ramified",49,0.251282051282051
"CON","F","HYPO","MR277","s09","Ameboid",41,0.394230769230769
"CON","F","HYPO","MR277","s09","Rod-Like",34,0.326923076923077
"CON","F","HYPO","MR277","s09","Ramified",29,0.278846153846154
"CON","F","HYPO","MR277","s10","Ameboid",48,0.41025641025641
"CON","F","HYPO","MR277","s10","Rod-Like",29,0.247863247863248
"CON","F","HYPO","MR277","s10","Ramified",40,0.341880341880342
"CON","F","HYPO","MR277","s11","Ameboid",34,0.314814814814815
"CON","F","HYPO","MR277","s11","Rod-Like",35,0.324074074074074
"CON","F","HYPO","MR277","s11","Ramified",39,0.361111111111111
"CON","F","HYPO","MR277","s12","Ameboid",31,0.344444444444444
"CON","F","HYPO","MR277","s12","Rod-Like",30,0.333333333333333
"CON","F","HYPO","MR277","s12","Ramified",29,0.322222222222222
"CON","F","HYPO","MR278","s01","Ameboid",21,0.25
"CON","F","HYPO","MR278","s01","Rod-Like",30,0.357142857142857
"CON","F","HYPO","MR278","s01","Ramified",33,0.392857142857143
"CON","F","HYPO","MR278","s02","Ameboid",75,0.394736842105263
"CON","F","HYPO","MR278","s02","Rod-Like",45,0.236842105263158
"CON","F","HYPO","MR278","s02","Ramified",70,0.368421052631579
"CON","F","HYPO","MR278","s03","Ameboid",42,0.368421052631579
"CON","F","HYPO","MR278","s03","Rod-Like",34,0.298245614035088
"CON","F","HYPO","MR278","s03","Ramified",38,0.333333333333333
"CON","F","HYPO","MR278","s04","Ameboid",39,0.3046875
"CON","F","HYPO","MR278","s04","Rod-Like",32,0.25
"CON","F","HYPO","MR278","s04","Ramified",57,0.4453125
"CON","F","HYPO","MR278","s05","Ameboid",34,0.28099173553719
"CON","F","HYPO","MR278","s05","Rod-Like",40,0.330578512396694
"CON","F","HYPO","MR278","s05","Ramified",47,0.388429752066116
"CON","F","HYPO","MR278","s06","Ameboid",54,0.321428571428571
"CON","F","HYPO","MR278","s06","Rod-Like",55,0.327380952380952
"CON","F","HYPO","MR278","s06","Ramified",59,0.351190476190476
"CON","F","HYPO","MR278","s07","Ameboid",67,0.44078947368421
"CON","F","HYPO","MR278","s07","Rod-Like",44,0.289473684210526
"CON","F","HYPO","MR278","s07","Ramified",41,0.269736842105263
"CON","F","HYPO","MR278","s08","Ameboid",56,0.329411764705882
"CON","F","HYPO","MR278","s08","Rod-Like",43,0.252941176470588
"CON","F","HYPO","MR278","s08","Ramified",71,0.417647058823529
"CON","F","HYPO","MR278","s09","Ameboid",42,0.371681415929204
"CON","F","HYPO","MR278","s09","Rod-Like",26,0.230088495575221
"CON","F","HYPO","MR278","s09","Ramified",45,0.398230088495575
"CON","F","HYPO","MR278","s10","Ameboid",26,0.298850574712644
"CON","F","HYPO","MR278","s10","Rod-Like",24,0.275862068965517
"CON","F","HYPO","MR278","s10","Ramified",37,0.425287356321839
"CON","F","HYPO","MR278","s11","Ameboid",21,0.228260869565217
"CON","F","HYPO","MR278","s11","Rod-Like",30,0.326086956521739
"CON","F","HYPO","MR278","s11","Ramified",41,0.445652173913043
"CON","F","HYPO","MR278","s12","Ameboid",24,0.244897959183673
"CON","F","HYPO","MR278","s12","Rod-Like",28,0.285714285714286
"CON","F","HYPO","MR278","s12","Ramified",46,0.469387755102041
"CON","F","PVN","MR156","s04","Ameboid",5,0.217391304347826
"CON","F","PVN","MR156","s04","Rod-Like",4,0.173913043478261
"CON","F","PVN","MR156","s04","Ramified",14,0.608695652173913
"CON","F","PVN","MR156","s05","Ameboid",16,0.421052631578947
"CON","F","PVN","MR156","s05","Rod-Like",6,0.157894736842105
"CON","F","PVN","MR156","s05","Ramified",16,0.421052631578947
"CON","F","PVN","MR156","s06","Ameboid",9,0.321428571428571
"CON","F","PVN","MR156","s06","Rod-Like",8,0.285714285714286
"CON","F","PVN","MR156","s06","Ramified",11,0.392857142857143
"CON","F","PVN","MR159","s04","Ameboid",4,0.5
"CON","F","PVN","MR159","s04","Rod-Like",1,0.125
"CON","F","PVN","MR159","s04","Ramified",3,0.375
"CON","F","PVN","MR159","s05","Ameboid",20,0.344827586206897
"CON","F","PVN","MR159","s05","Rod-Like",11,0.189655172413793
"CON","F","PVN","MR159","s05","Ramified",27,0.46551724137931
"CON","F","PVN","MR159","s06","Ameboid",9,0.18
"CON","F","PVN","MR159","s06","Rod-Like",9,0.18
"CON","F","PVN","MR159","s06","Ramified",32,0.64
"CON","F","PVN","MR161","s03","Ameboid",11,0.423076923076923
"CON","F","PVN","MR161","s03","Rod-Like",6,0.230769230769231
"CON","F","PVN","MR161","s03","Ramified",9,0.346153846153846
"CON","F","PVN","MR161","s04","Ameboid",19,0.475
"CON","F","PVN","MR161","s04","Rod-Like",8,0.2
"CON","F","PVN","MR161","s04","Ramified",13,0.325
"CON","F","PVN","MR161","s05","Ameboid",6,0.333333333333333
"CON","F","PVN","MR161","s05","Rod-Like",2,0.111111111111111
"CON","F","PVN","MR161","s05","Ramified",10,0.555555555555556
"CON","F","PVN","MR175","s04","Ameboid",10,0.416666666666667
"CON","F","PVN","MR175","s04","Rod-Like",3,0.125
"CON","F","PVN","MR175","s04","Ramified",11,0.458333333333333
"CON","F","PVN","MR175","s05","Ameboid",8,0.266666666666667
"CON","F","PVN","MR175","s05","Rod-Like",9,0.3
"CON","F","PVN","MR175","s05","Ramified",13,0.433333333333333
"CON","F","PVN","MR175","s06","Ameboid",10,0.384615384615385
"CON","F","PVN","MR175","s06","Rod-Like",6,0.230769230769231
"CON","F","PVN","MR175","s06","Ramified",10,0.384615384615385
"CON","F","PVN","MR277","s04","Ameboid",15,0.394736842105263
"CON","F","PVN","MR277","s04","Rod-Like",7,0.184210526315789
"CON","F","PVN","MR277","s04","Ramified",16,0.421052631578947
"CON","F","PVN","MR277","s05","Ameboid",9,0.2
"CON","F","PVN","MR277","s05","Rod-Like",8,0.177777777777778
"CON","F","PVN","MR277","s05","Ramified",28,0.622222222222222
"CON","F","PVN","MR278","s04","Ameboid",8,0.444444444444444
"CON","F","PVN","MR278","s04","Rod-Like",4,0.222222222222222
"CON","F","PVN","MR278","s04","Ramified",6,0.333333333333333
"CON","F","PVN","MR278","s05","Ameboid",15,0.375
"CON","F","PVN","MR278","s05","Rod-Like",6,0.15
"CON","F","PVN","MR278","s05","Ramified",19,0.475
"CON","F","PVN","MR278","s06","Ameboid",21,0.636363636363636
"CON","F","PVN","MR278","s06","Rod-Like",6,0.181818181818182
"CON","F","PVN","MR278","s06","Ramified",6,0.181818181818182
"CON","M","ARC","MR157","s07","Ameboid",11,0.282051282051282
"CON","M","ARC","MR157","s07","Rod-Like",8,0.205128205128205
"CON","M","ARC","MR157","s07","Ramified",20,0.512820512820513
"CON","M","ARC","MR157","s08","Ameboid",12,0.31578947368421
"CON","M","ARC","MR157","s08","Rod-Like",5,0.131578947368421
"CON","M","ARC","MR157","s08","Ramified",21,0.552631578947368
"CON","M","ARC","MR157","s09","Ameboid",10,0.333333333333333
"CON","M","ARC","MR157","s09","Rod-Like",6,0.2
"CON","M","ARC","MR157","s09","Ramified",14,0.466666666666667
"CON","M","ARC","MR157","s10","Ameboid",6,0.375
"CON","M","ARC","MR157","s10","Rod-Like",3,0.1875
"CON","M","ARC","MR157","s10","Ramified",7,0.4375
"CON","M","ARC","MR158","s07","Ameboid",18,0.391304347826087
"CON","M","ARC","MR158","s07","Rod-Like",10,0.217391304347826
"CON","M","ARC","MR158","s07","Ramified",18,0.391304347826087
"CON","M","ARC","MR158","s08","Ameboid",43,0.477777777777778
"CON","M","ARC","MR158","s08","Rod-Like",12,0.133333333333333
"CON","M","ARC","MR158","s08","Ramified",35,0.388888888888889
"CON","M","ARC","MR158","s09","Ameboid",18,0.4
"CON","M","ARC","MR158","s09","Rod-Like",10,0.222222222222222
"CON","M","ARC","MR158","s09","Ramified",17,0.377777777777778
"CON","M","ARC","MR158","s10","Ameboid",13,0.393939393939394
"CON","M","ARC","MR158","s10","Rod-Like",6,0.181818181818182
"CON","M","ARC","MR158","s10","Ramified",14,0.424242424242424
"CON","M","ARC","MR169","s06","Ameboid",15,0.3125
"CON","M","ARC","MR169","s06","Rod-Like",11,0.229166666666667
"CON","M","ARC","MR169","s06","Ramified",22,0.458333333333333
"CON","M","ARC","MR169","s07","Ameboid",17,0.309090909090909
"CON","M","ARC","MR169","s07","Rod-Like",4,0.0727272727272727
"CON","M","ARC","MR169","s07","Ramified",34,0.618181818181818
"CON","M","ARC","MR169","s08","Ameboid",11,0.478260869565217
"CON","M","ARC","MR169","s08","Rod-Like",1,0.0434782608695652
"CON","M","ARC","MR169","s08","Ramified",11,0.478260869565217
"CON","M","ARC","MR169","s09","Ameboid",12,0.307692307692308
"CON","M","ARC","MR169","s09","Rod-Like",9,0.230769230769231
"CON","M","ARC","MR169","s09","Ramified",18,0.461538461538462
"CON","M","ARC","MR169","s10","Ameboid",18,0.4
"CON","M","ARC","MR169","s10","Rod-Like",10,0.222222222222222
"CON","M","ARC","MR169","s10","Ramified",17,0.377777777777778
"CON","M","ARC","MR172","s07","Ameboid",22,0.236559139784946
"CON","M","ARC","MR172","s07","Rod-Like",34,0.365591397849462
"CON","M","ARC","MR172","s07","Ramified",37,0.397849462365591
"CON","M","ARC","MR172","s08","Ameboid",24,0.338028169014085
"CON","M","ARC","MR172","s08","Rod-Like",16,0.225352112676056
"CON","M","ARC","MR172","s08","Ramified",31,0.436619718309859
"CON","M","ARC","MR172","s09","Ameboid",15,0.454545454545455
"CON","M","ARC","MR172","s09","Rod-Like",7,0.212121212121212
"CON","M","ARC","MR172","s09","Ramified",11,0.333333333333333
"CON","M","ARC","MR172","s10","Ameboid",10,0.333333333333333
"CON","M","ARC","MR172","s10","Rod-Like",8,0.266666666666667
"CON","M","ARC","MR172","s10","Ramified",12,0.4
"CON","M","ARC","MR172","s11","Ameboid",6,0.206896551724138
"CON","M","ARC","MR172","s11","Rod-Like",11,0.379310344827586
"CON","M","ARC","MR172","s11","Ramified",12,0.413793103448276
"CON","M","ARC","MR273","s06","Ameboid",16,0.4
"CON","M","ARC","MR273","s06","Rod-Like",10,0.25
"CON","M","ARC","MR273","s06","Ramified",14,0.35
"CON","M","ARC","MR273","s07","Ameboid",27,0.457627118644068
"CON","M","ARC","MR273","s07","Rod-Like",17,0.288135593220339
"CON","M","ARC","MR273","s07","Ramified",15,0.254237288135593
"CON","M","ARC","MR273","s08","Ameboid",19,0.358490566037736
"CON","M","ARC","MR273","s08","Rod-Like",7,0.132075471698113
"CON","M","ARC","MR273","s08","Ramified",27,0.509433962264151
"CON","M","ARC","MR273","s09","Ameboid",11,0.366666666666667
"CON","M","ARC","MR273","s09","Rod-Like",6,0.2
"CON","M","ARC","MR273","s09","Ramified",13,0.433333333333333
"CON","M","ARC","MR273","s10","Ameboid",9,0.333333333333333
"CON","M","ARC","MR273","s10","Rod-Like",6,0.222222222222222
"CON","M","ARC","MR273","s10","Ramified",12,0.444444444444444
"CON","M","ARC","MR274","s06","Ameboid",4,0.210526315789474
"CON","M","ARC","MR274","s06","Rod-Like",3,0.157894736842105
"CON","M","ARC","MR274","s06","Ramified",12,0.631578947368421
"CON","M","ARC","MR274","s07","Ameboid",15,0.294117647058824
"CON","M","ARC","MR274","s07","Rod-Like",13,0.254901960784314
"CON","M","ARC","MR274","s07","Ramified",23,0.450980392156863
"CON","M","ARC","MR274","s08","Ameboid",15,0.319148936170213
"CON","M","ARC","MR274","s08","Rod-Like",7,0.148936170212766
"CON","M","ARC","MR274","s08","Ramified",25,0.531914893617021
"CON","M","ARC","MR274","s09","Ameboid",12,0.333333333333333
"CON","M","ARC","MR274","s09","Rod-Like",9,0.25
"CON","M","ARC","MR274","s09","Ramified",15,0.416666666666667
"CON","M","ARC","MR274","s10","Ameboid",10,0.37037037037037
"CON","M","ARC","MR274","s10","Rod-Like",8,0.296296296296296
"CON","M","ARC","MR274","s10","Ramified",9,0.333333333333333
"CON","M","HYPO","MR157","s01","Ameboid",15,0.306122448979592
"CON","M","HYPO","MR157","s01","Rod-Like",17,0.346938775510204
"CON","M","HYPO","MR157","s01","Ramified",17,0.346938775510204
"CON","M","HYPO","MR157","s02","Ameboid",30,0.297029702970297
"CON","M","HYPO","MR157","s02","Rod-Like",34,0.336633663366337
"CON","M","HYPO","MR157","s02","Ramified",37,0.366336633663366
"CON","M","HYPO","MR157","s03","Ameboid",18,0.204545454545455
"CON","M","HYPO","MR157","s03","Rod-Like",24,0.272727272727273
"CON","M","HYPO","MR157","s03","Ramified",46,0.522727272727273
"CON","M","HYPO","MR157","s04","Ameboid",22,0.2
"CON","M","HYPO","MR157","s04","Rod-Like",22,0.2
"CON","M","HYPO","MR157","s04","Ramified",66,0.6
"CON","M","HYPO","MR157","s05","Ameboid",38,0.368932038834951
"CON","M","HYPO","MR157","s05","Rod-Like",25,0.242718446601942
"CON","M","HYPO","MR157","s05","Ramified",40,0.388349514563107
"CON","M","HYPO","MR157","s06","Ameboid",45,0.304054054054054
"CON","M","HYPO","MR157","s06","Rod-Like",45,0.304054054054054
"CON","M","HYPO","MR157","s06","Ramified",58,0.391891891891892
"CON","M","HYPO","MR157","s07","Ameboid",20,0.147058823529412
"CON","M","HYPO","MR157","s07","Rod-Like",30,0.220588235294118
"CON","M","HYPO","MR157","s07","Ramified",86,0.63235294117647
"CON","M","HYPO","MR157","s08","Ameboid",36,0.246575342465753
"CON","M","HYPO","MR157","s08","Rod-Like",37,0.253424657534247
"CON","M","HYPO","MR157","s08","Ramified",73,0.5
"CON","M","HYPO","MR157","s09","Ameboid",16,0.225352112676056
"CON","M","HYPO","MR157","s09","Rod-Like",22,0.309859154929577
"CON","M","HYPO","MR157","s09","Ramified",33,0.464788732394366
"CON","M","HYPO","MR157","s10","Ameboid",16,0.25
"CON","M","HYPO","MR157","s10","Rod-Like",17,0.265625
"CON","M","HYPO","MR157","s10","Ramified",31,0.484375
"CON","M","HYPO","MR157","s11","Ameboid",14,0.229508196721311
"CON","M","HYPO","MR157","s11","Rod-Like",18,0.295081967213115
"CON","M","HYPO","MR157","s11","Ramified",29,0.475409836065574
"CON","M","HYPO","MR157","s12","Ameboid",9,0.130434782608696
"CON","M","HYPO","MR157","s12","Rod-Like",25,0.36231884057971
"CON","M","HYPO","MR157","s12","Ramified",35,0.507246376811594
"CON","M","HYPO","MR158","s01","Ameboid",24,0.252631578947368
"CON","M","HYPO","MR158","s01","Rod-Like",22,0.231578947368421
"CON","M","HYPO","MR158","s01","Ramified",49,0.515789473684211
"CON","M","HYPO","MR158","s02","Ameboid",28,0.271844660194175
"CON","M","HYPO","MR158","s02","Rod-Like",25,0.242718446601942
"CON","M","HYPO","MR158","s02","Ramified",50,0.485436893203884
"CON","M","HYPO","MR158","s03","Ameboid",38,0.301587301587302
"CON","M","HYPO","MR158","s03","Rod-Like",33,0.261904761904762
"CON","M","HYPO","MR158","s03","Ramified",55,0.436507936507937
"CON","M","HYPO","MR158","s04","Ameboid",27,0.230769230769231
"CON","M","HYPO","MR158","s04","Rod-Like",23,0.196581196581197
"CON","M","HYPO","MR158","s04","Ramified",67,0.572649572649573
"CON","M","HYPO","MR158","s05","Ameboid",34,0.276422764227642
"CON","M","HYPO","MR158","s05","Rod-Like",25,0.203252032520325
"CON","M","HYPO","MR158","s05","Ramified",64,0.520325203252033
"CON","M","HYPO","MR158","s06","Ameboid",39,0.26
"CON","M","HYPO","MR158","s06","Rod-Like",42,0.28
"CON","M","HYPO","MR158","s06","Ramified",69,0.46
"CON","M","HYPO","MR158","s07","Ameboid",67,0.401197604790419
"CON","M","HYPO","MR158","s07","Rod-Like",44,0.263473053892216
"CON","M","HYPO","MR158","s07","Ramified",56,0.335329341317365
"CON","M","HYPO","MR158","s08","Ameboid",59,0.312169312169312
"CON","M","HYPO","MR158","s08","Rod-Like",48,0.253968253968254
"CON","M","HYPO","MR158","s08","Ramified",82,0.433862433862434
"CON","M","HYPO","MR158","s09","Ameboid",48,0.307692307692308
"CON","M","HYPO","MR158","s09","Rod-Like",35,0.224358974358974
"CON","M","HYPO","MR158","s09","Ramified",73,0.467948717948718
"CON","M","HYPO","MR158","s10","Ameboid",26,0.288888888888889
"CON","M","HYPO","MR158","s10","Rod-Like",23,0.255555555555556
"CON","M","HYPO","MR158","s10","Ramified",41,0.455555555555556
"CON","M","HYPO","MR158","s11","Ameboid",10,0.144927536231884
"CON","M","HYPO","MR158","s11","Rod-Like",26,0.376811594202899
"CON","M","HYPO","MR158","s11","Ramified",33,0.478260869565217
"CON","M","HYPO","MR158","s12","Ameboid",23,0.302631578947368
"CON","M","HYPO","MR158","s12","Rod-Like",18,0.236842105263158
"CON","M","HYPO","MR158","s12","Ramified",35,0.460526315789474
"CON","M","HYPO","MR169","s01","Ameboid",38,0.387755102040816
"CON","M","HYPO","MR169","s01","Rod-Like",28,0.285714285714286
"CON","M","HYPO","MR169","s01","Ramified",32,0.326530612244898
"CON","M","HYPO","MR169","s02","Ameboid",26,0.234234234234234
"CON","M","HYPO","MR169","s02","Rod-Like",29,0.261261261261261
"CON","M","HYPO","MR169","s02","Ramified",56,0.504504504504504
"CON","M","HYPO","MR169","s03","Ameboid",33,0.28695652173913
"CON","M","HYPO","MR169","s03","Rod-Like",27,0.234782608695652
"CON","M","HYPO","MR169","s03","Ramified",55,0.478260869565217
"CON","M","HYPO","MR169","s04","Ameboid",40,0.350877192982456
"CON","M","HYPO","MR169","s04","Rod-Like",20,0.175438596491228
"CON","M","HYPO","MR169","s04","Ramified",54,0.473684210526316
"CON","M","HYPO","MR169","s05","Ameboid",29,0.195945945945946
"CON","M","HYPO","MR169","s05","Rod-Like",38,0.256756756756757
"CON","M","HYPO","MR169","s05","Ramified",81,0.547297297297297
"CON","M","HYPO","MR169","s06","Ameboid",33,0.244444444444444
"CON","M","HYPO","MR169","s06","Rod-Like",35,0.259259259259259
"CON","M","HYPO","MR169","s06","Ramified",67,0.496296296296296
"CON","M","HYPO","MR169","s07","Ameboid",50,0.31055900621118
"CON","M","HYPO","MR169","s07","Rod-Like",35,0.217391304347826
"CON","M","HYPO","MR169","s07","Ramified",76,0.472049689440994
"CON","M","HYPO","MR169","s08","Ameboid",48,0.360902255639098
"CON","M","HYPO","MR169","s08","Rod-Like",35,0.263157894736842
"CON","M","HYPO","MR169","s08","Ramified",50,0.37593984962406
"CON","M","HYPO","MR169","s09","Ameboid",35,0.28
"CON","M","HYPO","MR169","s09","Rod-Like",40,0.32
"CON","M","HYPO","MR169","s09","Ramified",50,0.4
"CON","M","HYPO","MR169","s10","Ameboid",46,0.362204724409449
"CON","M","HYPO","MR169","s10","Rod-Like",35,0.275590551181102
"CON","M","HYPO","MR169","s10","Ramified",46,0.362204724409449
"CON","M","HYPO","MR169","s11","Ameboid",36,0.346153846153846
"CON","M","HYPO","MR169","s11","Rod-Like",29,0.278846153846154
"CON","M","HYPO","MR169","s11","Ramified",39,0.375
"CON","M","HYPO","MR169","s12","Ameboid",29,0.239669421487603
"CON","M","HYPO","MR169","s12","Rod-Like",40,0.330578512396694
"CON","M","HYPO","MR169","s12","Ramified",52,0.429752066115702
"CON","M","HYPO","MR172","s01","Ameboid",22,0.309859154929577
"CON","M","HYPO","MR172","s01","Rod-Like",15,0.211267605633803
"CON","M","HYPO","MR172","s01","Ramified",34,0.47887323943662
"CON","M","HYPO","MR172","s02","Ameboid",25,0.2
"CON","M","HYPO","MR172","s02","Rod-Like",32,0.256
"CON","M","HYPO","MR172","s02","Ramified",68,0.544
"CON","M","HYPO","MR172","s03","Ameboid",29,0.245762711864407
"CON","M","HYPO","MR172","s03","Rod-Like",42,0.35593220338983
"CON","M","HYPO","MR172","s03","Ramified",47,0.398305084745763
"CON","M","HYPO","MR172","s04","Ameboid",40,0.327868852459016
"CON","M","HYPO","MR172","s04","Rod-Like",25,0.204918032786885
"CON","M","HYPO","MR172","s04","Ramified",57,0.467213114754098
