"Treatment","Sex","BrainRegion","MouseID","SlideNumber","Cluster","n","percentage"
"COLD","M","ARC","MR287","s07","Rod-Like",13,0.203125
"COLD","M","ARC","MR287","s07","Ramified",28,0.4375
"COLD","M","ARC","MR287","s08","Ameboid",15,0.365853658536585
"COLD","M","ARC","MR287","s08","Rod-Like",10,0.24390243902439
"COLD","M","ARC","MR287","s08","Ramified",16,0.390243902439024
"COLD","M","ARC","MR287","s09","Ameboid",22,0.55
"COLD","M","ARC","MR287","s09","Rod-Like",9,0.225
"COLD","M","ARC","MR287","s09","Ramified",9,0.225
"COLD","M","ARC","MR287","s10","Ameboid",25,0.454545454545455
"COLD","M","ARC","MR287","s10","Rod-Like",21,0.381818181818182
"COLD","M","ARC","MR287","s10","Ramified",9,0.163636363636364
"COLD","M","ARC","MR294","s06","Ameboid",14,0.4
"COLD","M","ARC","MR294","s06","Rod-Like",8,0.228571428571429
"COLD","M","ARC","MR294","s06","Ramified",13,0.371428571428571
"COLD","M","ARC","MR294","s07","Ameboid",18,0.28125
"COLD","M","ARC","MR294","s07","Rod-Like",16,0.25
"COLD","M","ARC","MR294","s07","Ramified",30,0.46875
"COLD","M","ARC","MR294","s08","Ameboid",10,0.32258064516129
"COLD","M","ARC","MR294","s08","Rod-Like",6,0.193548387096774
"COLD","M","ARC","MR294","s08","Ramified",15,0.483870967741935
"COLD","M","ARC","MR294","s09","Ameboid",12,0.413793103448276
"COLD","M","ARC","MR294","s09","Rod-Like",8,0.275862068965517
"COLD","M","ARC","MR294","s09","Ramified",9,0.310344827586207
"COLD","M","ARC","MR294","s10","Ameboid",12,0.363636363636364
"COLD","M","ARC","MR294","s10","Rod-Like",8,0.242424242424242
"COLD","M","ARC","MR294","s10","Ramified",13,0.393939393939394
"COLD","M","HYPO","MR140","s01","Ameboid",14,0.333333333333333
"COLD","M","HYPO","MR140","s01","Rod-Like",13,0.30952380952381
"COLD","M","HYPO","MR140","s01","Ramified",15,0.357142857142857
"COLD","M","HYPO","MR140","s02","Ameboid",34,0.333333333333333
"COLD","M","HYPO","MR140","s02","Rod-Like",29,0.284313725490196
"COLD","M","HYPO","MR140","s02","Ramified",39,0.382352941176471
"COLD","M","HYPO","MR140","s03","Ameboid",51,0.504950495049505
"COLD","M","HYPO","MR140","s03","Rod-Like",27,0.267326732673267
"COLD","M","HYPO","MR140","s03","Ramified",23,0.227722772277228
"COLD","M","HYPO","MR140","s04","Ameboid",48,0.470588235294118
"COLD","M","HYPO","MR140","s04","Rod-Like",21,0.205882352941176
"COLD","M","HYPO","MR140","s04","Ramified",33,0.323529411764706
"COLD","M","HYPO","MR140","s05","Ameboid",61,0.530434782608696
"COLD","M","HYPO","MR140","s05","Rod-Like",25,0.217391304347826
"COLD","M","HYPO","MR140","s05","Ramified",29,0.252173913043478
"COLD","M","HYPO","MR140","s06","Ameboid",55,0.398550724637681
"COLD","M","HYPO","MR140","s06","Rod-Like",32,0.231884057971014
"COLD","M","HYPO","MR140","s06","Ramified",51,0.369565217391304
"COLD","M","HYPO","MR140","s07","Ameboid",67,0.364130434782609
"COLD","M","HYPO","MR140","s07","Rod-Like",53,0.28804347826087
"COLD","M","HYPO","MR140","s07","Ramified",64,0.347826086956522
"COLD","M","HYPO","MR140","s08","Ameboid",46,0.256983240223464
"COLD","M","HYPO","MR140","s08","Rod-Like",53,0.29608938547486
"COLD","M","HYPO","MR140","s08","Ramified",80,0.446927374301676
"COLD","M","HYPO","MR140","s09","Ameboid",49,0.429824561403509
"COLD","M","HYPO","MR140","s09","Rod-Like",20,0.175438596491228
"COLD","M","HYPO","MR140","s09","Ramified",45,0.394736842105263
"COLD","M","HYPO","MR140","s10","Ameboid",22,0.293333333333333
"COLD","M","HYPO","MR140","s10","Rod-Like",16,0.213333333333333
"COLD","M","HYPO","MR140","s10","Ramified",37,0.493333333333333
"COLD","M","HYPO","MR140","s11","Ameboid",27,0.28125
"COLD","M","HYPO","MR140","s11","Rod-Like",29,0.302083333333333
"COLD","M","HYPO","MR140","s11","Ramified",40,0.416666666666667
"COLD","M","HYPO","MR140","s12","Ameboid",17,0.303571428571429
"COLD","M","HYPO","MR140","s12","Rod-Like",14,0.25
"COLD","M","HYPO","MR140","s12","Ramified",25,0.446428571428571
"COLD","M","HYPO","MR141","s01","Ameboid",19,0.311475409836066
"COLD","M","HYPO","MR141","s01","Rod-Like",15,0.245901639344262
"COLD","M","HYPO","MR141","s01","Ramified",27,0.442622950819672
"COLD","M","HYPO","MR141","s02","Ameboid",41,0.315384615384615
"COLD","M","HYPO","MR141","s02","Rod-Like",36,0.276923076923077
"COLD","M","HYPO","MR141","s02","Ramified",53,0.407692307692308
"COLD","M","HYPO","MR141","s03","Ameboid",56,0.347826086956522
"COLD","M","HYPO","MR141","s03","Rod-Like",44,0.273291925465839
"COLD","M","HYPO","MR141","s03","Ramified",61,0.37888198757764
"COLD","M","HYPO","MR141","s04","Ameboid",68,0.345177664974619
"COLD","M","HYPO","MR141","s04","Rod-Like",51,0.258883248730964
"COLD","M","HYPO","MR141","s04","Ramified",78,0.395939086294416
"COLD","M","HYPO","MR141","s05","Ameboid",52,0.300578034682081
"COLD","M","HYPO","MR141","s05","Rod-Like",55,0.317919075144509
"COLD","M","HYPO","MR141","s05","Ramified",66,0.38150289017341
"COLD","M","HYPO","MR141","s06","Ameboid",61,0.412162162162162
"COLD","M","HYPO","MR141","s06","Rod-Like",47,0.317567567567568
"COLD","M","HYPO","MR141","s06","Ramified",40,0.27027027027027
"COLD","M","HYPO","MR141","s07","Ameboid",69,0.433962264150943
"COLD","M","HYPO","MR141","s07","Rod-Like",31,0.19496855345912
"COLD","M","HYPO","MR141","s07","Ramified",59,0.371069182389937
"COLD","M","HYPO","MR141","s08","Ameboid",73,0.421965317919075
"COLD","M","HYPO","MR141","s08","Rod-Like",44,0.254335260115607
"COLD","M","HYPO","MR141","s08","Ramified",56,0.323699421965318
"COLD","M","HYPO","MR141","s09","Ameboid",50,0.454545454545455
"COLD","M","HYPO","MR141","s09","Rod-Like",27,0.245454545454545
"COLD","M","HYPO","MR141","s09","Ramified",33,0.3
"COLD","M","HYPO","MR141","s10","Ameboid",24,0.296296296296296
"COLD","M","HYPO","MR141","s10","Rod-Like",23,0.283950617283951
"COLD","M","HYPO","MR141","s10","Ramified",34,0.419753086419753
"COLD","M","HYPO","MR141","s11","Ameboid",22,0.265060240963855
"COLD","M","HYPO","MR141","s11","Rod-Like",25,0.301204819277108
"COLD","M","HYPO","MR141","s11","Ramified",36,0.433734939759036
"COLD","M","HYPO","MR141","s12","Ameboid",36,0.529411764705882
"COLD","M","HYPO","MR141","s12","Rod-Like",18,0.264705882352941
"COLD","M","HYPO","MR141","s12","Ramified",14,0.205882352941176
"COLD","M","HYPO","MR197","s01","Ameboid",37,0.552238805970149
"COLD","M","HYPO","MR197","s01","Rod-Like",19,0.283582089552239
"COLD","M","HYPO","MR197","s01","Ramified",11,0.164179104477612
"COLD","M","HYPO","MR197","s02","Ameboid",38,0.368932038834951
"COLD","M","HYPO","MR197","s02","Rod-Like",22,0.213592233009709
"COLD","M","HYPO","MR197","s02","Ramified",43,0.41747572815534
"COLD","M","HYPO","MR197","s03","Ameboid",33,0.366666666666667
"COLD","M","HYPO","MR197","s03","Rod-Like",20,0.222222222222222
"COLD","M","HYPO","MR197","s03","Ramified",37,0.411111111111111
"COLD","M","HYPO","MR197","s04","Ameboid",42,0.338709677419355
"COLD","M","HYPO","MR197","s04","Rod-Like",34,0.274193548387097
"COLD","M","HYPO","MR197","s04","Ramified",48,0.387096774193548
"COLD","M","HYPO","MR197","s05","Ameboid",25,0.217391304347826
"COLD","M","HYPO","MR197","s05","Rod-Like",34,0.295652173913043
"COLD","M","HYPO","MR197","s05","Ramified",56,0.48695652173913
"COLD","M","HYPO","MR197","s06","Ameboid",30,0.225563909774436
"COLD","M","HYPO","MR197","s06","Rod-Like",42,0.31578947368421
"COLD","M","HYPO","MR197","s06","Ramified",61,0.458646616541353
"COLD","M","HYPO","MR197","s07","Ameboid",34,0.336633663366337
"COLD","M","HYPO","MR197","s07","Rod-Like",26,0.257425742574257
"COLD","M","HYPO","MR197","s07","Ramified",41,0.405940594059406
"COLD","M","HYPO","MR197","s08","Ameboid",27,0.28125
"COLD","M","HYPO","MR197","s08","Rod-Like",30,0.3125
"COLD","M","HYPO","MR197","s08","Ramified",39,0.40625
"COLD","M","HYPO","MR197","s09","Ameboid",20,0.3125
"COLD","M","HYPO","MR197","s09","Rod-Like",17,0.265625
"COLD","M","HYPO","MR197","s09","Ramified",27,0.421875
"COLD","M","HYPO","MR197","s10","Ameboid",27,0.36
"COLD","M","HYPO","MR197","s10","Rod-Like",25,0.333333333333333
"COLD","M","HYPO","MR197","s10","Ramified",23,0.306666666666667
"COLD","M","HYPO","MR197","s11","Ameboid",22,0.305555555555556
"COLD","M","HYPO","MR197","s11","Rod-Like",28,0.388888888888889
"COLD","M","HYPO","MR197","s11","Ramified",22,0.305555555555556
"COLD","M","HYPO","MR197","s12","Ameboid",9,0.145161290322581
"COLD","M","HYPO","MR197","s12","Rod-Like",23,0.370967741935484
"COLD","M","HYPO","MR197","s12","Ramified",30,0.483870967741935
"COLD","M","HYPO","MR199","s01","Ameboid",15,0.25
"COLD","M","HYPO","MR199","s01","Rod-Like",16,0.266666666666667
"COLD","M","HYPO","MR199","s01","Ramified",29,0.483333333333333
"COLD","M","HYPO","MR199","s02","Ameboid",32,0.262295081967213
"COLD","M","HYPO","MR199","s02","Rod-Like",43,0.352459016393443
"COLD","M","HYPO","MR199","s02","Ramified",47,0.385245901639344
"COLD","M","HYPO","MR199","s03","Ameboid",43,0.32824427480916
"COLD","M","HYPO","MR199","s03","Rod-Like",44,0.33587786259542
"COLD","M","HYPO","MR199","s03","Ramified",44,0.33587786259542
"COLD","M","HYPO","MR199","s04","Ameboid",54,0.36734693877551
"COLD","M","HYPO","MR199","s04","Rod-Like",36,0.244897959183673
"COLD","M","HYPO","MR199","s04","Ramified",57,0.387755102040816
"COLD","M","HYPO","MR199","s05","Ameboid",57,0.398601398601399
"COLD","M","HYPO","MR199","s05","Rod-Like",22,0.153846153846154
"COLD","M","HYPO","MR199","s05","Ramified",64,0.447552447552448
"COLD","M","HYPO","MR199","s06","Ameboid",43,0.286666666666667
"COLD","M","HYPO","MR199","s06","Rod-Like",30,0.2
"COLD","M","HYPO","MR199","s06","Ramified",77,0.513333333333333
"COLD","M","HYPO","MR199","s07","Ameboid",59,0.315508021390374
"COLD","M","HYPO","MR199","s07","Rod-Like",43,0.229946524064171
"COLD","M","HYPO","MR199","s07","Ramified",85,0.454545454545455
"COLD","M","HYPO","MR199","s08","Ameboid",53,0.33125
"COLD","M","HYPO","MR199","s08","Rod-Like",43,0.26875
"COLD","M","HYPO","MR199","s08","Ramified",64,0.4
"COLD","M","HYPO","MR199","s09","Ameboid",49,0.291666666666667
"COLD","M","HYPO","MR199","s09","Rod-Like",47,0.279761904761905
"COLD","M","HYPO","MR199","s09","Ramified",72,0.428571428571429
"COLD","M","HYPO","MR199","s10","Ameboid",35,0.255474452554745
"COLD","M","HYPO","MR199","s10","Rod-Like",43,0.313868613138686
"COLD","M","HYPO","MR199","s10","Ramified",59,0.430656934306569
"COLD","M","HYPO","MR199","s11","Ameboid",44,0.321167883211679
"COLD","M","HYPO","MR199","s11","Rod-Like",32,0.233576642335766
"COLD","M","HYPO","MR199","s11","Ramified",61,0.445255474452555
"COLD","M","HYPO","MR199","s12","Ameboid",37,0.298387096774194
"COLD","M","HYPO","MR199","s12","Rod-Like",42,0.338709677419355
"COLD","M","HYPO","MR199","s12","Ramified",45,0.362903225806452
"COLD","M","HYPO","MR287","s01","Ameboid",31,0.378048780487805
"COLD","M","HYPO","MR287","s01","Rod-Like",27,0.329268292682927
"COLD","M","HYPO","MR287","s01","Ramified",24,0.292682926829268
"COLD","M","HYPO","MR287","s02","Ameboid",42,0.446808510638298
"COLD","M","HYPO","MR287","s02","Rod-Like",27,0.287234042553192
"COLD","M","HYPO","MR287","s02","Ramified",25,0.265957446808511
"COLD","M","HYPO","MR287","s03","Ameboid",39,0.464285714285714
"COLD","M","HYPO","MR287","s03","Rod-Like",24,0.285714285714286
"COLD","M","HYPO","MR287","s03","Ramified",21,0.25
"COLD","M","HYPO","MR287","s04","Ameboid",38,0.339285714285714
"COLD","M","HYPO","MR287","s04","Rod-Like",34,0.303571428571429
"COLD","M","HYPO","MR287","s04","Ramified",40,0.357142857142857
"COLD","M","HYPO","MR287","s05","Ameboid",34,0.326923076923077
"COLD","M","HYPO","MR287","s05","Rod-Like",27,0.259615384615385
"COLD","M","HYPO","MR287","s05","Ramified",43,0.413461538461538
"COLD","M","HYPO","MR287","s06","Ameboid",57,0.327586206896552
"COLD","M","HYPO","MR287","s06","Rod-Like",55,0.316091954022989
"COLD","M","HYPO","MR287","s06","Ramified",62,0.35632183908046
"COLD","M","HYPO","MR287","s07","Ameboid",85,0.497076023391813
"COLD","M","HYPO","MR287","s07","Rod-Like",40,0.233918128654971
"COLD","M","HYPO","MR287","s07","Ramified",46,0.269005847953216
"COLD","M","HYPO","MR287","s08","Ameboid",47,0.379032258064516
"COLD","M","HYPO","MR287","s08","Rod-Like",45,0.362903225806452
"COLD","M","HYPO","MR287","s08","Ramified",32,0.258064516129032
"COLD","M","HYPO","MR287","s09","Ameboid",38,0.372549019607843
"COLD","M","HYPO","MR287","s09","Rod-Like",31,0.303921568627451
"COLD","M","HYPO","MR287","s09","Ramified",33,0.323529411764706
"COLD","M","HYPO","MR287","s10","Ameboid",30,0.294117647058824
"COLD","M","HYPO","MR287","s10","Rod-Like",37,0.362745098039216
"COLD","M","HYPO","MR287","s10","Ramified",35,0.343137254901961
"COLD","M","HYPO","MR287","s11","Ameboid",19,0.206521739130435
"COLD","M","HYPO","MR287","s11","Rod-Like",35,0.380434782608696
"COLD","M","HYPO","MR287","s11","Ramified",38,0.41304347826087
"COLD","M","HYPO","MR287","s12","Ameboid",32,0.329896907216495
"COLD","M","HYPO","MR287","s12","Rod-Like",33,0.34020618556701
"COLD","M","HYPO","MR287","s12","Ramified",32,0.329896907216495
"COLD","M","HYPO","MR294","s01","Ameboid",23,0.353846153846154
"COLD","M","HYPO","MR294","s01","Rod-Like",16,0.246153846153846
"COLD","M","HYPO","MR294","s01","Ramified",26,0.4
"COLD","M","HYPO","MR294","s02","Ameboid",16,0.146788990825688
"COLD","M","HYPO","MR294","s02","Rod-Like",37,0.339449541284404
"COLD","M","HYPO","MR294","s02","Ramified",56,0.513761467889908
"COLD","M","HYPO","MR294","s03","Ameboid",33,0.240875912408759
"COLD","M","HYPO","MR294","s03","Rod-Like",38,0.277372262773723
"COLD","M","HYPO","MR294","s03","Ramified",66,0.481751824817518
"COLD","M","HYPO","MR294","s04","Ameboid",43,0.260606060606061
"COLD","M","HYPO","MR294","s04","Rod-Like",38,0.23030303030303
"COLD","M","HYPO","MR294","s04","Ramified",84,0.509090909090909
"COLD","M","HYPO","MR294","s05","Ameboid",31,0.24031007751938
"COLD","M","HYPO","MR294","s05","Rod-Like",35,0.271317829457364
"COLD","M","HYPO","MR294","s05","Ramified",63,0.488372093023256
"COLD","M","HYPO","MR294","s06","Ameboid",28,0.16969696969697
"COLD","M","HYPO","MR294","s06","Rod-Like",48,0.290909090909091
"COLD","M","HYPO","MR294","s06","Ramified",89,0.539393939393939
"COLD","M","HYPO","MR294","s07","Ameboid",27,0.190140845070423
"COLD","M","HYPO","MR294","s07","Rod-Like",24,0.169014084507042
"COLD","M","HYPO","MR294","s07","Ramified",91,0.640845070422535
"COLD","M","HYPO","MR294","s08","Ameboid",30,0.218978102189781
"COLD","M","HYPO","MR294","s08","Rod-Like",26,0.18978102189781
"COLD","M","HYPO","MR294","s08","Ramified",81,0.591240875912409
"COLD","M","HYPO","MR294","s09","Ameboid",20,0.181818181818182
"COLD","M","HYPO","MR294","s09","Rod-Like",31,0.281818181818182
"COLD","M","HYPO","MR294","s09","Ramified",59,0.536363636363636
"COLD","M","HYPO","MR294","s10","Ameboid",16,0.175824175824176
"COLD","M","HYPO","MR294","s10","Rod-Like",27,0.296703296703297
"COLD","M","HYPO","MR294","s10","Ramified",48,0.527472527472527
"COLD","M","HYPO","MR294","s11","Ameboid",17,0.2
"COLD","M","HYPO","MR294","s11","Rod-Like",19,0.223529411764706
"COLD","M","HYPO","MR294","s11","Ramified",49,0.576470588235294
"COLD","M","HYPO","MR294","s12","Ameboid",12,0.148148148148148
"COLD","M","HYPO","MR294","s12","Rod-Like",27,0.333333333333333
"COLD","M","HYPO","MR294","s12","Ramified",42,0.518518518518518
"COLD","M","PVN","MR140","s04","Ameboid",3,0.1875
"COLD","M","PVN","MR140","s04","Rod-Like",6,0.375
"COLD","M","PVN","MR140","s04","Ramified",7,0.4375
"COLD","M","PVN","MR140","s05","Ameboid",16,0.355555555555556
"COLD","M","PVN","MR140","s05","Rod-Like",11,0.244444444444444
"COLD","M","PVN","MR140","s05","Ramified",18,0.4
"COLD","M","PVN","MR141","s04","Ameboid",15,0.357142857142857
"COLD","M","PVN","MR141","s04","Rod-Like",6,0.142857142857143
"COLD","M","PVN","MR141","s04","Ramified",21,0.5
"COLD","M","PVN","MR141","s05","Ameboid",16,0.340425531914894
"COLD","M","PVN","MR141","s05","Rod-Like",11,0.234042553191489
"COLD","M","PVN","MR141","s05","Ramified",20,0.425531914893617
"COLD","M","PVN","MR199","s05","Ameboid",14,0.35
"COLD","M","PVN","MR199","s05","Rod-Like",9,0.225
"COLD","M","PVN","MR199","s05","Ramified",17,0.425
"COLD","M","PVN","MR199","s06","Ameboid",17,0.414634146341463
"COLD","M","PVN","MR199","s06","Rod-Like",4,0.0975609756097561
"COLD","M","PVN","MR199","s06","Ramified",20,0.48780487804878
"COLD","M","PVN","MR200","s04","Ameboid",2,0.0909090909090909
"COLD","M","PVN","MR200","s04","Rod-Like",8,0.363636363636364
"COLD","M","PVN","MR200","s04","Ramified",12,0.545454545454545
"COLD","M","PVN","MR200","s05","Ameboid",11,0.354838709677419
"COLD","M","PVN","MR200","s05","Rod-Like",6,0.193548387096774
"COLD","M","PVN","MR200","s05","Ramified",14,0.451612903225806
"COLD","M","PVN","MR287","s05","Ameboid",6,0.333333333333333
"COLD","M","PVN","MR287","s05","Rod-Like",6,0.333333333333333
"COLD","M","PVN","MR287","s05","Ramified",6,0.333333333333333
"COLD","M","PVN","MR287","s06","Ameboid",7,0.212121212121212
"COLD","M","PVN","MR287","s06","Rod-Like",2,0.0606060606060606
"COLD","M","PVN","MR287","s06","Ramified",24,0.727272727272727
"COLD","M","PVN","MR294","s04","Ameboid",6,0.206896551724138
"COLD","M","PVN","MR294","s04","Rod-Like",8,0.275862068965517
"COLD","M","PVN","MR294","s04","Ramified",15,0.517241379310345
"COLD","M","PVN","MR294","s05","Ameboid",12,0.230769230769231
"COLD","M","PVN","MR294","s05","Rod-Like",10,0.192307692307692
"COLD","M","PVN","MR294","s05","Ramified",30,0.576923076923077
"CON","F","ARC","MR156","s06","Ameboid",12,0.25
"CON","F","ARC","MR156","s06","Rod-Like",11,0.229166666666667
"CON","F","ARC","MR156","s06","Ramified",25,0.520833333333333
"CON","F","ARC","MR156","s07","Ameboid",23,0.27710843373494
"CON","F","ARC","MR156","s07","Rod-Like",5,0.0602409638554217
"CON","F","ARC","MR156","s07","Ramified",55,0.662650602409639
"CON","F","ARC","MR156","s08","Ameboid",9,0.333333333333333
"CON","F","ARC","MR156","s08","Rod-Like",3,0.111111111111111
"CON","F","ARC","MR156","s08","Ramified",15,0.555555555555556
"CON","F","ARC","MR156","s09","Ameboid",12,0.428571428571429
"CON","F","ARC","MR156","s09","Rod-Like",3,0.107142857142857
"CON","F","ARC","MR156","s09","Ramified",13,0.464285714285714
"CON","F","ARC","MR159","s08","Ameboid",16,0.253968253968254
"CON","F","ARC","MR159","s08","Rod-Like",16,0.253968253968254
"CON","F","ARC","MR159","s08","Ramified",31,0.492063492063492
"CON","F","ARC","MR159","s09","Ameboid",11,0.189655172413793
"CON","F","ARC","MR159","s09","Rod-Like",14,0.241379310344828
"CON","F","ARC","MR159","s09","Ramified",33,0.568965517241379
"CON","F","ARC","MR159","s10","Ameboid",12,0.333333333333333
"CON","F","ARC","MR159","s10","Rod-Like",9,0.25
"CON","F","ARC","MR159","s10","Ramified",15,0.416666666666667
"CON","F","ARC","MR159","s11","Ameboid",21,0.411764705882353
"CON","F","ARC","MR159","s11","Rod-Like",13,0.254901960784314
"CON","F","ARC","MR159","s11","Ramified",17,0.333333333333333
"CON","F","ARC","MR161","s06","Ameboid",16,0.280701754385965
"CON","F","ARC","MR161","s06","Rod-Like",16,0.280701754385965
"CON","F","ARC","MR161","s06","Ramified",25,0.43859649122807
"CON","F","ARC","MR161","s07","Ameboid",12,0.193548387096774
"CON","F","ARC","MR161","s07","Rod-Like",15,0.241935483870968
"CON","F","ARC","MR161","s07","Ramified",35,0.564516129032258
"CON","F","ARC","MR161","s08","Ameboid",24,0.363636363636364
"CON","F","ARC","MR161","s08","Rod-Like",18,0.272727272727273
"CON","F","ARC","MR161","s08","Ramified",24,0.363636363636364
"CON","F","ARC","MR161","s09","Ameboid",8,0.242424242424242
"CON","F","ARC","MR161","s09","Rod-Like",6,0.181818181818182
"CON","F","ARC","MR161","s09","Ramified",19,0.575757575757576
"CON","F","ARC","MR161","s10","Ameboid",21,0.488372093023256
"CON","F","ARC","MR161","s10","Rod-Like",10,0.232558139534884
"CON","F","ARC","MR161","s10","Ramified",12,0.27906976744186
"CON","F","ARC","MR175","s05","Ameboid",7,0.205882352941176
"CON","F","ARC","MR175","s05","Rod-Like",8,0.235294117647059
"CON","F","ARC","MR175","s05","Ramified",19,0.558823529411765
"CON","F","ARC","MR175","s06","Ameboid",14,0.225806451612903
"CON","F","ARC","MR175","s06","Rod-Like",9,0.145161290322581
"CON","F","ARC","MR175","s06","Ramified",39,0.629032258064516
"CON","F","ARC","MR175","s07","Ameboid",18,0.36734693877551
"CON","F","ARC","MR175","s07","Rod-Like",19,0.387755102040816
"CON","F","ARC","MR175","s07","Ramified",12,0.244897959183673
"CON","F","ARC","MR175","s08","Ameboid",15,0.535714285714286
"CON","F","ARC","MR175","s08","Rod-Like",5,0.178571428571429
"CON","F","ARC","MR175","s08","Ramified",8,0.285714285714286
"CON","F","ARC","MR175","s09","Ameboid",19,0.387755102040816
"CON","F","ARC","MR175","s09","Rod-Like",16,0.326530612244898
"CON","F","ARC","MR175","s09","Ramified",14,0.285714285714286
"CON","F","ARC","MR277","s06","Ameboid",23,0.389830508474576
"CON","F","ARC","MR277","s06","Rod-Like",13,0.220338983050847
"CON","F","ARC","MR277","s06","Ramified",23,0.389830508474576
"CON","F","ARC","MR277","s07","Ameboid",26,0.4
"CON","F","ARC","MR277","s07","Rod-Like",11,0.169230769230769
"CON","F","ARC","MR277","s07","Ramified",28,0.430769230769231
"CON","F","ARC","MR277","s08","Ameboid",9,0.333333333333333
"CON","F","ARC","MR277","s08","Rod-Like",7,0.259259259259259
"CON","F","ARC","MR277","s08","Ramified",11,0.407407407407407
"CON","F","ARC","MR277","s09","Ameboid",16,0.571428571428571
"CON","F","ARC","MR277","s09","Rod-Like",6,0.214285714285714
"CON","F","ARC","MR277","s09","Ramified",6,0.214285714285714
"CON","F","ARC","MR277","s10","Ameboid",16,0.470588235294118
"CON","F","ARC","MR277","s10","Rod-Like",8,0.235294117647059
"CON","F","ARC","MR277","s10","Ramified",10,0.294117647058824
"CON","F","ARC","MR278","s07","Ameboid",13,0.333333333333333
"CON","F","ARC","MR278","s07","Rod-Like",10,0.256410256410256
"CON","F","ARC","MR278","s07","Ramified",16,0.41025641025641
"CON","F","ARC","MR278","s08","Ameboid",13,0.26
"CON","F","ARC","MR278","s08","Rod-Like",11,0.22
"CON","F","ARC","MR278","s08","Ramified",26,0.52
"CON","F","ARC","MR278","s09","Ameboid",14,0.4375
"CON","F","ARC","MR278","s09","Rod-Like",8,0.25
"CON","F","ARC","MR278","s09","Ramified",10,0.3125
"CON","F","ARC","MR278","s10","Ameboid",16,0.695652173913043
"CON","F","ARC","MR278","s10","Rod-Like",5,0.217391304347826
"CON","F","ARC","MR278","s10","Ramified",2,0.0869565217391304
"CON","F","ARC","MR278","s11","Ameboid",11,0.423076923076923
"CON","F","ARC","MR278","s11","Rod-Like",6,0.230769230769231
"CON","F","ARC","MR278","s11","Ramified",9,0.346153846153846
"CON","F","HYPO","MR156","s01","Ameboid",15,0.208333333333333
"CON","F","HYPO","MR156","s01","Rod-Like",22,0.305555555555556
"CON","F","HYPO","MR156","s01","Ramified",35,0.486111111111111
"CON","F","HYPO","MR156","s02","Ameboid",30,0.277777777777778
"CON","F","HYPO","MR156","s02","Rod-Like",21,0.194444444444444
"CON","F","HYPO","MR156","s02","Ramified",57,0.527777777777778
"CON","F","HYPO","MR156","s03","Ameboid",33,0.302752293577982
"CON","F","HYPO","MR156","s03","Rod-Like",26,0.238532110091743
"CON","F","HYPO","MR156","s03","Ramified",50,0.458715596330275
"CON","F","HYPO","MR156","s04","Ameboid",25,0.213675213675214
"CON","F","HYPO","MR156","s04","Rod-Like",31,0.264957264957265
"CON","F","HYPO","MR156","s04","Ramified",61,0.521367521367521
"CON","F","HYPO","MR156","s05","Ameboid",38,0.2375
"CON","F","HYPO","MR156","s05","Rod-Like",30,0.1875
"CON","F","HYPO","MR156","s05","Ramified",92,0.575
"CON","F","HYPO","MR156","s06","Ameboid",43,0.267080745341615
"CON","F","HYPO","MR156","s06","Rod-Like",48,0.298136645962733
"CON","F","HYPO","MR156","s06","Ramified",70,0.434782608695652
"CON","F","HYPO","MR156","s07","Ameboid",59,0.29064039408867
"CON","F","HYPO","MR156","s07","Rod-Like",37,0.182266009852217
"CON","F","HYPO","MR156","s07","Ramified",107,0.527093596059113
"CON","F","HYPO","MR156","s08","Ameboid",62,0.329787234042553
"CON","F","HYPO","MR156","s08","Rod-Like",42,0.223404255319149
"CON","F","HYPO","MR156","s08","Ramified",84,0.446808510638298
"CON","F","HYPO","MR156","s09","Ameboid",28,0.21875
"CON","F","HYPO","MR156","s09","Rod-Like",34,0.265625
"CON","F","HYPO","MR156","s09","Ramified",66,0.515625
"CON","F","HYPO","MR156","s10","Ameboid",35,0.263157894736842
"CON","F","HYPO","MR156","s10","Rod-Like",25,0.18796992481203
"CON","F","HYPO","MR156","s10","Ramified",73,0.548872180451128
"CON","F","HYPO","MR156","s11","Ameboid",20,0.217391304347826
"CON","F","HYPO","MR156","s11","Rod-Like",32,0.347826086956522
"CON","F","HYPO","MR156","s11","Ramified",40,0.434782608695652
"CON","F","HYPO","MR156","s12","Ameboid",17,0.23943661971831
"CON","F","HYPO","MR156","s12","Rod-Like",20,0.28169014084507
"CON","F","HYPO","MR156","s12","Ramified",34,0.47887323943662
"CON","F","HYPO","MR159","s01","Ameboid",17,0.253731343283582
"CON","F","HYPO","MR159","s01","Rod-Like",19,0.283582089552239
"CON","F","HYPO","MR159","s01","Ramified",31,0.462686567164179
"CON","F","HYPO","MR159","s02","Ameboid",37,0.415730337078652
"CON","F","HYPO","MR159","s02","Rod-Like",23,0.258426966292135
"CON","F","HYPO","MR159","s02","Ramified",29,0.325842696629214
"CON","F","HYPO","MR159","s03","Ameboid",32,0.41025641025641
"CON","F","HYPO","MR159","s03","Rod-Like",24,0.307692307692308
"CON","F","HYPO","MR159","s03","Ramified",22,0.282051282051282
"CON","F","HYPO","MR159","s04","Ameboid",49,0.480392156862745
"CON","F","HYPO","MR159","s04","Rod-Like",23,0.225490196078431
"CON","F","HYPO","MR159","s04","Ramified",30,0.294117647058824
"CON","F","HYPO","MR159","s05","Ameboid",51,0.354166666666667
