"","gene","avg_log2FC_male","avg_log2FC_female","same_direction"
"88","Myl6",-0.501331929320879,-0.331517933019352,TRUE
"89","Phgdh",2.57370478575928,3.00256481487027,TRUE
"90","Iars2",1.50406690214679,0.363436394674618,TRUE
"91","Hpgd",0.87648556861933,0.867877511662744,TRUE
"92","Mrpl33",0.72174534816032,0.268559756609305,TRUE
"93","Mzt2",1.33613876990667,1.21140709292053,TRUE
"94","Gipc1",0.797058805816339,0.527628088813918,TRUE
"95","Uba5",-3.4836668933404,0.594116628553305,FALSE
"96","Gcsh",1.45696943886482,0.690048017860281,TRUE
"97","Klk8",1.1793455187456,0.520816480191591,TRUE
"98","Nsmce1",0.954400926507418,0.364987395141414,TRUE
"99","Psmb2",0.697785354042302,0.366884141784453,TRUE
"100","Crybb1",0.583762626578603,0.260701231525395,TRUE
"101","Gm2000",-0.769587312705383,-1.00621787464796,TRUE
"102","Rnasel",-2.70302589637971,-1.20115621625402,TRUE
"103","Prps2",1.31749180488965,0.499586313609246,TRUE
"104","Scp2",0.692070472022774,0.319325406141304,TRUE
"105","Mcrs1",1.17746142942041,0.430744309430774,TRUE
"106","Tyms",1.10082858760531,0.95800619167023,TRUE
"107","Zeb2",-0.980390883476549,0.379948717504128,FALSE
"108","Atxn2l",-1.98303478363858,-0.304285924365927,TRUE
"109","Rp9",-2.22973277729088,0.478484714293303,FALSE
"110","Ralbp1",-2.29664806266938,0.319199627821636,FALSE
"111","Nipa2",-1.27376405325125,0.323342132953134,FALSE
"112","Cmtm7",0.636798673032307,0.437949245985341,TRUE
"113","Cops4",0.984543202994032,0.348454765955877,TRUE
"114","Khdrbs1",0.834967978014803,0.368284280185912,TRUE
"115","Eif3m",1.07029327464789,0.599776632744594,TRUE
"116","Tor1a",0.875132208238071,0.362266381734054,TRUE
"117","Traf3ip3",-2.06944489650931,0.640486726874604,FALSE
"118","Nrm",0.921871407672363,0.618352101849972,TRUE
"119","Necap2",0.62901278857122,0.452675293841101,TRUE
"120","Eif4a3",0.791562963113581,0.33598640560529,TRUE
"121","Ssh2",-1.09894321444376,0.431620924716814,FALSE
"122","Syncrip",-1.41236128607924,0.258266696932107,FALSE
"123","Cd81",-0.423561523356474,0.447081360981297,FALSE
"124","Dynlt1f",-1.47304954665343,-1.4185587321945,TRUE
"125","Psma1",0.814776716863552,0.388647590243417,TRUE
"126","Gm8797",-1.27364391514564,-1.60379190282661,TRUE
"127","Cltb",0.785862670757597,0.742696723611945,TRUE
"128","Ankfy1",-2.0051225514557,0.358393337095301,FALSE
"129","Fam105a",-1.09413423912709,0.313698337393509,FALSE
"130","Slc36a1",-2.59269541797095,0.340768344092405,FALSE
"131","Pa2g4",0.949569113580842,0.300562564928518,TRUE
"132","Itgam",-1.15173490552252,0.263010675209812,FALSE
"133","Rps12-ps3",0.985241888727927,0.289422747562402,TRUE
"134","Hsd17b10",0.964493545372317,0.343020334281719,TRUE
"135","Mcts1",0.470655181864417,0.273013252699654,TRUE
"136","Twf1",-1.22178766913715,-0.257848490400621,TRUE
"137","Pou2f2",-0.902645860477394,0.306503098893338,FALSE
"138","Cryba4",0.450166471411883,0.62593349634948,TRUE
"139","Creg1",-0.795079782512007,0.299090235832261,FALSE
"140","Bnip2",-0.727226643725771,0.537983649939711,FALSE
"141","Phip",-1.17549296883093,0.382597996173318,FALSE
"142","Scd2",-0.893945588271868,-0.738775998404148,TRUE
"143","Cox17",0.460265375428002,-0.471766328069501,FALSE
"144","Adgre1",-0.648434446669558,-0.625039202654848,TRUE
"145","Ctsf",-1.71996404444922,0.371640475761829,FALSE
"146","Ccnl2",-1.70037326131508,0.259856579236364,FALSE
"147","Wls",-1.29779935140352,0.321726023136567,FALSE
"148","Fubp1",-1.45522378492419,0.328145529859238,FALSE
"149","Lsm5",0.856780975257567,0.584908797705923,TRUE
"150","Actr10",0.838337646214951,0.463732454999842,TRUE
"151","mt-Nd3",0.4234894662983,0.497994496816325,TRUE
"152","Mgmt",1.56807870620527,1.54385155753046,TRUE
"153","Cox7a2",0.312266002332694,-0.250989827686856,FALSE
"154","Coro1b",-1.53653604814108,-0.4975409407521,TRUE
"155","Pla2g15",-0.922778598209811,0.29979562063221,FALSE
"156","Ech1",0.676560439724895,0.939649458193055,TRUE
"157","Zmat2",0.802431001413754,0.692542566824537,TRUE
"158","Glul",0.439055741276824,0.47721895746459,TRUE
"159","Smarcb1",0.96832033235687,0.527278669905883,TRUE
"160","Paqr7",-1.78776412834654,0.801834976441061,FALSE
"161","Lgals9",-1.0280773436844,0.251298381544748,FALSE
"162","Pf4",-3.09540488755738,-1.72582783192982,TRUE
"163","Ttyh2",0.845735167198681,0.252911136474165,TRUE
"164","Mrpl15",0.841364885043143,0.53528791987498,TRUE
"165","Igbp1",1.21355851139336,0.299020679631412,TRUE
"166","Fbrsl1",-1.84807059538459,0.58412055631951,FALSE
"167","Pcna",0.792949220586596,0.314696946492262,TRUE
"168","Fam20c",0.782781325716162,1.03186452449217,TRUE
"169","Sdf2l1",0.471907288860878,0.458418403432923,TRUE
"170","Gsr",0.80270656280966,0.409898578508626,TRUE
"171","Idh3g",0.64951448363362,-0.424214567402848,FALSE
"172","Cln5",0.606763887331896,0.375133305758983,TRUE
"173","Tbc1d16",-1.19816828743038,-0.310909724538684,TRUE
"174","Nme2",-0.834935531563659,-0.967037651763101,TRUE
"175","Comt",-1.05255362346353,-0.399114730250354,TRUE
"176","Dnajc13",-1.43476783665099,0.849730173011231,FALSE
"177","Taf1b",1.41027671621522,0.30269090506112,TRUE
"178","Emg1",0.531309530504737,0.297627755489847,TRUE
"179","Ing4",-1.45358557115515,0.284978236019139,FALSE
"180","Hspa8",0.437312806875085,0.261876490667674,TRUE
"181","Plod3",-1.37310982934827,0.399945593692701,FALSE
"182","Ccdc86",0.721062652908206,0.798720872083396,TRUE
"183","Ppp1r2",0.613035429384729,0.278769592024904,TRUE
"184","Bin3",0.878445213773176,0.304954664284304,TRUE
"185","Dpp8",-1.51814467769202,0.254659677547783,FALSE
"186","Dcun1d5",0.431734512875839,0.35118629225885,TRUE
"187","Sdf2",-1.22447549922605,-0.309476791948319,TRUE
"188","Sqor",0.663852829594002,0.902358832737662,TRUE
"189","Bcl2a1b",0.274712631635416,0.690527636037976,TRUE
"190","Adcy7",-0.863533775141466,-0.256127490405137,TRUE
"191","Rfc5",1.30645573332512,0.776715708398581,TRUE
"192","Rfc2",0.902696535071085,0.422572913977097,TRUE
"193","Frmd4a",-1.38566809515955,-0.282191792534797,TRUE
"194","Mark3",-1.38590525650578,0.344736152116258,FALSE
"195","Tra2a",-1.44302838348861,0.369403969124638,FALSE
"196","Top2a",-1.27478027763685,0.651670709995655,FALSE
"197","Ccdc22",0.780244307793958,0.622543768712186,TRUE
