"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cox6a1",0.0368018459016931,0.439922137285586,0.556,0.458,1
"Glul",0.0244257039395036,0.439055741276824,0.611,0.528,1
"Hspa8",0.0353365078834087,0.437312806875085,0.733,0.67,1
"Dcun1d5",0.0385899201222062,0.431734512875839,0.344,0.237,1
"Capns1",0.0117167589445493,0.431122155142819,0.444,0.305,1
"Eif4a1",0.0114900496269535,0.42538663688363,0.644,0.53,1
"mt-Nd3",0.0215394685155256,0.4234894662983,0.744,0.648,1
"Ndufb8",0.00491263358278525,0.422398027549387,0.778,0.6,1
"Rpl30",6.02842435583776e-09,0.419206406563501,1,0.98,8.81235072336363e-05
"Ndufs6",0.0321740228453716,0.416599788832024,0.533,0.411,1
"Hint1",0.00137209962023552,0.415505660594959,0.856,0.763,1
"Ndufb4",0.0348215325890871,0.414104703896593,0.444,0.332,1
"Spi1",0.00307376783596598,0.410250231764993,0.778,0.603,1
"Eif1",9.64747372236327e-05,0.40978596420162,0.878,0.811,1
"Rplp0",2.47507455697539e-07,0.406810710293291,1,0.971,0.00361806398738663
"Prdx2",0.0317244565788355,0.406351337825705,0.544,0.46,1
"Snrpf",0.0091345216879722,0.402306853955688,0.633,0.503,1
"Aprt",0.0160500923594783,0.399763082277894,0.589,0.451,1
"Rpl35",1.43142637378234e-11,0.399099702955954,1,0.991,2.09245907319502e-07
"Tpi1",0.0144303645856606,0.396215181319948,0.578,0.429,1
"Ndufb7",0.00622210913958284,0.394368724093177,0.7,0.535,1
"Rpl29",9.59576281432788e-05,0.39183600664103,0.989,0.919,1
"Rpl7a",0.00132785689273199,0.387539469993191,0.911,0.806,1
"Timm8b",0.0399810437520792,0.385264261236643,0.511,0.408,1
"Ndufa11",0.0115173692126041,0.385180290721677,0.6,0.465,1
"Rpl22l1",0.0046570838254049,0.379451372738891,0.856,0.758,1
"Atp5j",0.00575788917461731,0.379330059173723,0.711,0.56,1
"Rps8",8.29693624321482e-05,0.378397411481929,0.967,0.853,1
"Polr1d",0.0341943454987435,0.374924940943241,0.633,0.508,1
"Rpl22",3.93813069108648e-05,0.374490117493682,0.978,0.916,0.575675944423022
"Rps27a",2.99745123993605e-09,0.373660581956091,1,0.993,4.38167422253852e-05
"Rps28",2.27259748106666e-12,0.370746009757513,1,1,3.32208299782325e-08
"Arf1",0.0437322793379676,0.369975316911048,0.578,0.451,1
"Sap18",0.00625643914346253,0.366277767055467,0.567,0.422,1
"Hmgn1",0.017706206732476,0.36523414994389,0.733,0.61,1
"Srp14",0.0413517685706545,0.362469916960305,0.689,0.548,1
"Rps2",4.73773538632577e-06,0.360580551210068,1,0.977,0.06925621587731
"Cox8a",1.35728008221878e-05,0.358076054909517,0.978,0.914,0.198407202418742
"Atp5j2",0.00264578669128046,0.356485557307868,0.922,0.801,1
"Rps14",0.000385099140331068,0.356453629748172,0.933,0.833,1
"Fkbp1a",0.0486485962428425,0.355338430497431,0.544,0.42,1
"Naca",0.00186232082036115,0.346279922986398,0.9,0.795,1
"Rps6",0.0105784183116666,0.345600555514832,0.722,0.609,1
"Hspe1",0.00352136348495317,0.345083019365725,0.8,0.652,1
"Taf10",0.0400014416338591,0.337496726719144,0.589,0.481,1
"Rpl37",1.25976364281529e-05,0.334014424388489,1,0.991,0.184152249306739
"Trmt112",0.0441234732171847,0.333239762050924,0.567,0.438,1
"Arpc1b",0.00773538450523157,0.330209269451752,0.911,0.828,1
"Pebp1",0.0359662057079714,0.326068193895982,0.611,0.501,1
"Hmgn2",0.0195712961475603,0.324342813071945,0.589,0.476,1
"Ppia",0.000136606044949243,0.321589142313428,1,0.968,1
"Rpl38",2.61640849353298e-06,0.316832231403559,1,0.982,0.038246659358465
"Camk1",0.0184344996182885,0.315906119447073,0.533,0.397,1
"Aes",0.040390072895214,0.312863130125352,0.511,0.4,1
"Cox7a2",0.0219253855696671,0.312266002332694,0.789,0.684,1
"Rps11",8.58932132469237e-06,0.308677902084145,1,0.998,0.125558699124353
"Rps24",6.41065157328914e-07,0.306722949971609,1,0.996,0.00937109046983406
