categories,Cell_ID,ID,subject,group,treatment,tissue,region,Cell,cell_positions,Soma_area,Soma_perimeter,Soma_circularity,Soma_compactness,Soma_orientation,Soma_feret_diameter,Soma_eccentricity,Soma_aspect_ratio,End_Points,Junctions,Branches,Initial_Points,Total_Branches_Length,ratio_branches,Convex_Hull_area,Convex_Hull_perimeter,Convex_Hull_compactness,Fractal_dimension,Convex_Hull_eccentricity,Convex_Hull_feret_diameter,Convex_Hull_orientation,Cell_area,Cell_perimeter,Cell_circularity,Cell_compactness,Cell_orientation,Cell_feret_diameter,Cell_eccentricity,Cell_aspect_ratio,Sholl_max_distance,Sholl_crossing_processes,Sholl_circles,Cell_solidity,Cell_convexity,UMAP_1,UMAP_2,Clusters,Cluster_Color
CON_F,C13_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,13,"(4247, 1324, 4308, 1381)",1304,141.2132031,0.821744578,9.234264018,90,38,0.698058072,1.054054054,3,0,3,5,22,0.6,2311,190.4091617,12.13702103,-0.715336417,0.667072929,61.71547699,26.56505013,2021,212.0660152,0.564721114,9.53005128,26.56505013,61.26826096,0.697150355,1.070175439,44.55333882,8,2,0.874513198,1.113738506,-2.9954329,4.180972,0,"184,138,255"
CON_F,C14_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,14,"(3555, 1327, 3592, 1377)",510,90,0.791215928,5.666666667,90,29,0,0.566666667,3,0,3,3,8,1,1267,136.6101724,9.27456556,-0.564425357,0.743455431,42.3734169,65.55604553,1163,140.3675311,0.741747782,8.285391865,65.55604553,42.29066086,0.731644728,0.74,32.20248438,1,1,0.917916338,1.027504238,-4.873359,-5.817339,0,"184,138,255"
CON_F,C15_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,15,"(3835, 1332, 3942, 1413)",2249,234.7106767,0.513019211,9.582009783,54.58294296,80.68058014,0.630778018,1.114754098,6,4,13,10,48,0.6,5510,304.0487702,18.1220927,-0.971987143,0.653962747,109.7506866,51.54629135,3256,396.575681,0.260160946,8.210286602,51.53213501,109.7427216,0.660387696,1.320987654,83.48652586,16,6,0.59092559,1.304316017,6.960175,14.173493,2,"231,221,119"
CON_F,C16_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,16,"(1116, 1349, 1271, 1504)",3607,344.4507911,0.382033664,10.47174253,82.09283447,117.5108948,0.279879197,2.294117647,12,7,20,10,129,1.2,15411,497.0853492,31.00272423,-1.197199737,0.862992168,151.6163177,40.15599823,6937,861.5605237,0.117438359,8.051668813,40.1354866,151.5103302,0.923291725,1,126.574089,30,11,0.450133022,1.733224536,12.72925,-4.3147902,4,"119,221,119"
CON_F,C17_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,17,"(3781, 1469, 3848, 1544)",1382,179.7401145,0.537561156,7.688879048,31.60750198,70.09803772,0.295148597,0.854545455,6,1,7,5,26,1.2,2638,224.3502858,11.75839822,-0.810760703,0.415578866,87.0258255,32.00538254,1804,271.1787131,0.3082728,6.652439565,31.70143318,87.00659943,0.359888166,0.893333333,56.56467537,7,4,0.683851403,1.208729074,-3.458625,1.5307573,0,"184,138,255"
CON_F,C18_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,18,"(3864, 1473, 3932, 1552)",2075,204.1837649,0.625439852,10.16241424,90,48,0.744566484,0.979591837,11,6,16,13,55,0.846153846,4147,244.3086548,16.97442935,-0.948650637,0.832813948,72.89581299,63.43495178,3165,344.1909053,0.335725862,9.195478297,66.37062073,72.26190948,0.880760856,0.860759494,54.81788029,15,3,0.763202315,1.408836317,5.940287,14.536595,2,"231,221,119"
CON_F,C19_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,19,"(3418, 1493, 3462, 1616)",1515,186.4264059,0.547781856,8.126531178,90,79,0.422762072,0.3,5,1,5,5,30,1,3281,284.8944422,11.51654618,-0.88662015,0.327865318,122.8404694,2.489552736,2212,335.6051188,0.24679584,6.591079445,2.454031944,122.7444611,0.322548727,0.357723577,68.17807565,11,5,0.6741847,1.177998125,-2.4475143,7.4105964,1,"240,200,200"
CON_F,C20_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,20,"(3694, 1524, 3796, 1585)",2473,220.3259013,0.640181131,11.22428178,90,81,0.420768477,2,3,0,3,3,10,1,3578,256.9777024,13.923387,-0.88662015,0.430897211,103.1880112,70.34617615,3082,268.8355684,0.535881844,11.46425682,70.34617615,102.8516693,0.408592525,1.672131148,61.05735009,8,4,0.86137507,1.04614356,5.0234284,14.847752,2,"231,221,119"
CON_F,C21_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,21,"(3631, 1527, 3698, 1618)",2537,209.7401148,0.72471513,12.09592167,90,70,0.524388151,0.661971831,1,0,2,3,5,0.333333333,3739,247.5634887,15.10319643,-0.951347374,0.603742659,86.52026367,51.34019089,3391,261.1787133,0.624686467,12.98344707,51.46982193,86.58682251,0.550612971,0.736263736,62.00806399,6,4,0.906926986,1.054996901,8.194861,14.153033,2,"231,221,119"
CON_F,C22_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,22,"(3658, 1531, 3715, 1569)",620,101.3137083,0.759040816,6.119606225,90,36,0.742096339,2.055555556,3,0,3,3,16,1,1258,152.6101716,8.243225122,-0.645989728,0.598400425,57.42808151,7.125016689,1088,159.9238795,0.534579286,6.803236661,7.305758953,57.45283508,0.585510598,1.5,34.95393794,3,1,0.864864865,1.047924119,-5.25423,-6.2671847,0,"184,138,255"
CON_F,C23_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,23,"(1451, 1564, 1526, 1635)",1675,178.6690464,0.659365222,9.374875132,90,54,0.75737759,1.30952381,8,2,6,6,23,1.333333333,3372,229.4213535,14.69784721,-0.892761852,0.826768299,66.60665131,29.74488258,2385,303.3208479,0.325756976,7.862961009,29.5778389,65.81406403,0.806147878,1.056338028,58.32720206,8,4,0.707295374,1.322112538,-1.6913645,10.047748,1,"240,200,200"
CON_F,C24_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,24,"(3364, 1568, 3434, 1673)",2094,187.5979788,0.747704908,11.16216717,90,53,0.429286444,0.925925926,5,3,9,4,33,1.25,4093,273.9482642,14.94077727,-0.944466418,0.463245116,106.1576157,30.96375656,3010,327.3624783,0.352954367,9.194700676,30.96375465,106.1576157,0.447383545,0.666666667,76.53757247,12,6,0.735401906,1.194979202,4.525294,14.671562,2,"231,221,119"
CON_F,C25_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,25,"(3735, 1573, 3782, 1617)",637,95.65685403,0.874816789,6.659219629,90,26,0.811575583,1.125,2,0,2,2,10,1,1431,145.1959579,9.855646264,-0.624275,0.6343728,52.69651794,56.30993652,1371,147.7817451,0.78887054,9.27719455,56.30993652,52.69651794,0.650864136,1.068181818,33.24154028,2,1,0.958071279,1.017808947,-4.4947906,-3.885348,0,"184,138,255"
CON_F,C26_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,26,"(3700, 1610, 3793, 1691)",2568,228.9116874,0.615841498,11.21830008,90,61,0.653361628,1.068965517,5,3,8,6,27,0.833333333,4934,274.8771989,17.94983367,-0.973918888,0.587082718,101.8233643,45,3722,386.6761858,0.312817745,9.6256251,46.30195236,101.7006912,0.551363716,1.148148148,69.20260111,10,5,0.754357519,1.406723393,11.247071,11.385947,3,"59,235,255"
CON_F,C27_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,27,"(3553, 1632, 3606, 1706)",1309,152.4264064,0.707993204,8.587750844,90,53,0.543604248,0.611111111,6,3,10,5,31,1.2,2525,200.7939365,12.57508092,-0.799022408,0.697112773,63.69350433,68.19859314,1935,236.1076455,0.436185006,8.195414409,68.19859314,63.69350433,0.754254399,0.716216216,46.61544808,10,3,0.766336634,1.175870395,-3.0897233,3.0154324,0,"184,138,255"
CON_F,C28_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,28,"(1760, 1674, 1790, 1764)",443,111.5563488,0.447326892,3.9710873,90,50,0.505470639,0.196078431,2,0,2,2,17,1,1645,205.5391039,8.003343252,-0.617271786,0.365593859,89.19995117,3.468229532,1157,224.7523068,0.287829237,5.14788932,3.416588306,89.19937897,0.347832669,0.333333333,52.57435211,7,3,0.703343465,1.093477117,-5.4337015,-5.7346306,0,"184,138,255"
CON_F,C29_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,29,"(3750, 1688, 3792, 1732)",523,86.82842708,0.871741428,6.023372962,90,23,0.893869558,0.916666667,1,0,2,2,12,0.5,1316,138.7106763,9.487373539,-0.624275,0.752780887,46.93198013,59.74356461,1201,152.024385,0.653019817,7.900048405,59.53445435,46.95006561,0.792828226,0.954545455,31.84162196,2,1,0.912613982,1.09598186,-4.735601,-5.506572,0,"184,138,255"
CON_F,C30_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,30,"(3800, 1738, 3862, 1811)",1351,185.8406192,0.491568364,7.269670139,90,49,0.438806427,0.84,2,0,2,4,9,0.5,2528,208.5929254,12.11929884,-0.756228082,0.515755477,79.19595337,45,2041,238.6934309,0.450165217,8.550717095,45.65854645,79.14195251,0.417816547,0.849315068,55.40256713,5,3,0.807357595,1.144302619,-3.0867841,4.26911,0,"184,138,255"
CON_F,C31_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,31,"(1368, 1743, 1432, 1788)",1046,129.8994948,0.778980569,8.052379279,90,43,0.436962462,1.76,3,0,3,3,7,1,1895,175.9238795,10.77170425,-0.665633088,0.622469811,60.39949799,18.43494797,1691,184.9949477,0.620917266,9.140790174,18.43494797,59.76704788,0.538399135,1.422222222,39.85050188,6,2,0.892348285,1.051562461,-3.6084144,-0.21763712,0,"184,138,255"
CON_F,C32_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,32,"(1172, 1764, 1242, 1842)",1943,192.3259004,0.660096022,10.10264346,90,55,0.635437087,0.892857143,4,0,5,6,24,0.666666667,3286,225.2203437,14.59015623,-0.898131072,0.804783246,67.94585419,32.00538254,2564,272.3919164,0.434249627,9.41290782,31.82744598,67.35595703,0.75596572,0.897435897,56.85068161,8,4,0.780279976,1.209446322,-1.1142086,12.077657,1,"240,200,200"
CON_F,C33_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,33,"(3639, 1834, 3752, 1916)",1259,190.7695516,0.434727863,6.599585674,90,76,0.329366895,3.5,11,12,26,8,98,1.375,5862,310.4335444,18.8832686,-0.981697143,0.78900071,88.18296051,53.47114563,3053,568.7422012,0.118605754,5.367985695,53.44752502,87.56098175,0.716841597,1.37804878,93.38094024,22,7,0.52081201,1.832090029,5.627973,13.419546,2,"231,221,119"
CON_F,C34_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,34,"(1535, 1842, 1593, 1920)",1433,178.4264055,0.565636988,8.031322469,90,57,0.468887255,0.655172414,8,1,8,7,24,1.142857143,2545,217.6223632,11.69457018,-0.834062906,0.571013185,80.40000153,53.13010025,1908,285.5634881,0.294024065,6.681526453,53.39292145,80.18264008,0.443646668,0.743589744,55,8,3,0.749705305,1.312197349,-3.3339186,2.7285793,0,"184,138,255"
CON_F,C35_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,35,"(1165, 1893, 1301, 1998)",3590,315.338093,0.453681885,11.38460617,35.04936981,109.2113647,0.47029242,1.1375,9,2,10,9,49,1,7765,384.8599497,20.17617059,-1.102674796,0.434729368,151.0029755,34.87532806,4693,567.8132691,0.182915009,8.265041088,34.84572983,150.3634949,0.415248944,1.295238095,99.54842484,18,8,0.604378622,1.475376353,13.50879,3.627498,3,"59,235,255"
CON_F,C36_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,36,"(1738, 1917, 1785, 2026)",1201,141.1126978,0.757915313,8.510927921,90,51,0.523621227,0.519230769,2,0,2,2,22,1,2925,264.0660151,11.07677563,-0.881417857,0.425568173,109.2608795,83.08876801,1954,293.4213539,0.285200965,6.659365359,83.1182785,109.2588577,0.394495241,0.431192661,65.74360974,8,4,0.668034188,1.111166667,-3.3964713,3.2539124,0,"184,138,255"
CON_F,C37_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,37,"(995, 1954, 1083, 2191)",3759,399.379724,0.296148928,9.412095241,1.520769715,147.1870728,0.304065939,0.331081081,8,4,11,11,68,0.727272727,13217,579.8061293,22.79555067,-1.18471888,0.248365196,238.4017639,7.219020844,5494,759.0092268,0.11984072,7.23838368,7.217379093,238.2759857,0.281404963,0.371308017,169.8381583,28,15,0.41567678,1.309074169,13.281292,-0.6883686,4,"119,221,119"
CON_F,C38_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,38,"(4242, 2096, 4304, 2179)",928,123.4558437,0.765128778,7.516857625,90,38,0.686064299,0.743589744,10,6,18,8,66,1.25,3480,236.2081503,14.73276852,-0.845843215,0.693477204,76.96324921,23.96249008,2225,384.1320301,0.189486745,5.792279283,24.07549858,76.63446045,0.685299266,0.746987952,65.92335617,10,4,0.639367816,1.626243759,-2.080625,7.6267366,1,"240,200,200"
CON_F,C39_s04_MR161_CON_F_PVN,PVN_MR161_CON_F_s04,PVN,MR161,CON,F,s04,39,"(1107, 2203, 1155, 2244)",536,90.48528123,0.822656953,5.923615341,90,27,0.727886797,1.333333333,4,0,4,4,12,1,1248,137.0954529,9.103146556,-0.6,0.801833086,42.62683487,49.39870071,1089,144.0243852,0.659729165,7.56121957,49.76364517,42.04497147,0.755902623,1.170731707,32.55764119,1,1,0.872596154,1.050540935,-5.2433915,-6.2791114,0,"184,138,255"
CON_M,C1_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,1,"(2362, 585, 2462, 710)",3196,309.8233745,0.418396724,10.31555481,90,87,0.642477281,0.727272727,8,1,9,9,48,0.888888889,7739,361.6467485,21.39933521,-1.107078121,0.751277213,108.5752945,35.53767776,4066,564.6416966,0.160262291,7.201026819,35.53767776,107.9940567,0.741498916,0.8,91.02197537,14,7,0.525390877,1.561307267,12.412514,8.16305,3,"59,235,255"
CON_M,C2_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,2,"(2475, 783, 2559, 858)",874,126.2842704,0.688688415,6.920893609,80.53767395,33.86619186,0.911410286,0.972222222,5,2,9,6,60,0.833333333,3812,249.5634893,15.27467023,-0.931704014,0.626721206,89.13955688,48.23970032,2283,338.9188274,0.249760862,6.736126221,48.28924179,89.04605103,0.588802967,1.12,69.52857127,9,5,0.598898216,1.358046517,-2.0671415,8.498488,1,"240,200,200"
CON_M,C3_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,3,"(3204, 1056, 3295, 1141)",1859,224.3259009,0.464227018,8.287050191,90,61,0.475399421,0.758064516,11,9,22,10,62,1.1,4963,289.4213527,17.14800913,-0.943996416,0.735499426,91.67878723,63.43495178,3062,443.3452328,0.195763159,6.906581538,63.76805878,91.28723145,0.780355632,1.070588235,76.40026178,20,6,0.616965545,1.531833186,4.9197073,13.939733500000001,2,"231,221,119"
CON_M,C4_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,4,"(3603, 1060, 3662, 1112)",495,88.72792184,0.790122526,5.578852629,90,29,0.68597112,1.578947368,5,0,5,5,34,1,1676,178.7523068,9.376102775,-0.645989728,0.463536218,67.39271545,22.38013649,1024,223.6223643,0.257323441,4.579148438,22.20347977,66.96334839,0.503820345,1.134615385,46.69047012,4,3,0.61097852,1.251018061,-5.698024,-6.4832063,0,"184,138,255"
CON_M,C5_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,5,"(2924, 1117, 2995, 1314)",2285,225.8406194,0.562978689,10.11775475,90,71,0.609945242,0.708333333,8,4,11,4,53,2,8780,470.4924215,18.66129952,-1.06107249,0.337149422,191.4805908,15.94539547,3894,595.771639,0.137862503,6.536061378,16.0908165,191.0930176,0.3014709789999999,0.360406091,165.1696098,25,14,0.443507973,1.266272551,11.688397,9.266158,3,"59,235,255"
CON_M,C6_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,6,"(2321, 1217, 2415, 1419)",3740,390.2081511,0.308665999,9.584628075,85.23635101,143.7517242,0.394110851,0.402777778,8,1,9,7,61,1.142857143,11912,492.5168066,24.18597668,-1.174414658,0.440067511,196.9334717,84.19327545,5525,732.6244519,0.129353841,7.541380834,84.19327545,196.8322906,0.460245687,0.465346535,130.1336919,24,11,0.463817999,1.487511577,13.241572,-0.85625285,4,"119,221,119"
CON_M,C7_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,7,"(3517, 1229, 3565, 1290)",991,130.9705625,0.725999185,7.566585814,90,40,0.764814939,0.682926829,4,5,10,7,38,0.571428571,2007,178.8528136,11.22151762,-0.645989728,0.586930248,62.60989761,26.56505013,1666,226.5512962,0.407898171,7.353742961,27.3498745,62.14460754,0.621435296,0.786885246,39.98202721,6,2,0.830094669,1.266691262,-3.7426457,-0.36282155,0,"184,138,255"
CON_M,C8_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,8,"(3147, 1316, 3231, 1380)",1687,174.6690468,0.694853175,9.658265338,90,53,0.639775754,1.227272727,3,2,4,3,14,1,2926,234.5929269,12.47266931,-0.785721065,0.557532153,86.94923401,74.05460358,2238,256.1076452,0.428770463,8.738513052,74.05460358,86.67451477,0.527740468,1.3125,59.352993,5,4,0.764866712,1.091710857,-2.4673324,8.5179,1,"240,200,200"
CON_M,C9_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,9,"(3423, 1476, 3525, 1531)",2488,225.4974737,0.614860903,11.03338303,90,81,0.33527353,2.342857143,6,0,6,6,30,1,4455,268.4091617,16.5977941,-0.922775946,0.576590012,101.6066513,1.789910555,3244,342.7766918,0.346951,9.463887358,2.202598095,101.6556091,0.501596941,1.854545455,60.8276253,10,4,0.728170595,1.277067778,6.8326817,14.376566,2,"231,221,119"
CON_M,C10_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,10,"(3724, 1506, 3768, 1592)",99,54.82842708,0.413840971,1.805632685,90,24,0.108965534,0.2,5,5,12,4,50,1.25,1811,219.0954525,8.265803689,-0.762277143,0.19504596,94.21440125,67.55725098,1115,272.4924212,0.188701727,4.091856923,67.5430603,94.21572876,0.296137726,0.511627907,60.53924347,9,4,0.615681944,1.243715549,-5.5193315,-5.872251,0,"184,138,255"
CON_M,C11_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,11,"(3790, 1584, 3853, 1644)",1096,140.9116877,0.693627631,7.777921176,43.02506638,57.31473541,0.401058111,1.075,3,1,4,4,16,0.75,2003,196.3086551,10.20331986,-0.683566072,0.50673289,74.38228607,37.64762497,1542,224.7939366,0.383464401,6.859615625,37.62623596,74.13545227,0.485457409,1.05,46.66904756,6,3,0.769845232,1.145104562,-4.165278,-1.7174315,0,"184,138,255"
CON_M,C12_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,12,"(730, 1617, 907, 1690)",3384,321.4385988,0.411570431,10.52767158,90,109,0.455553659,2.075471698,11,6,18,9,65,1.222222222,8408,429.8061296,19.56230826,-1.095455906,0.39535204,173.3939362,2.663000584,4735,649.0264724,0.141255389,7.295542171,2.663000822,173.3474731,0.39781583,2.424657534,113.6529806,20,9,0.563154139,1.51004471,13.342739,3.3983073,3,"59,235,255"
CON_M,C13_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,13,"(2229, 1716, 2328, 1919)",1084,178.9116873,0.425560905,6.058855163,22.75097847,60.80532837,0.471345864,0.764705882,11,10,23,7,92,1.571428571,6946,489.2863579,14.19618571,-1.081730327,0.133582283,219.4188385,27.51200485,3475,680.6244521,0.094264806,5.105605579,27.51200485,219.4188385,0.210119376,0.487684729,142.3516772,25,12,0.500287936,1.391055445,8.597585,12.368294,3,"59,235,255"
CON_M,C14_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,14,"(580, 1770, 723, 1901)",3738,367.8233745,0.347192642,10.16248629,79.69515228,103.4852371,0.463938399,1.484848485,23,16,43,14,197,1.642857143,13509,463.7472531,29.13009168,-1.215615703,0.753872781,137.405899,72.29956818,7886,1000.71485,0.098956869,7.88036672,72.27676392,137.0869293,0.739177193,1.091603053,115.6203377,43,9,0.583758975,2.157888469,12.818084,-5.6173096,4,"119,221,119"
CON_M,C15_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,15,"(706, 1894, 826, 1998)",3625,318.409161,0.449310705,11.38472269,80.83765411,102.7686081,0.469372882,1.580645161,10,3,14,9,54,1.111111111,8344,363.7472548,22.93900473,-1.097180074,0.644658326,127.8785934,68.55226898,4737,594.5411913,0.168402816,7.967488324,68.55226898,127.1473083,0.657766009,1.153846154,83.86894539,18,6,0.567713327,1.634489837,13.456585,3.351186,3,"59,235,255"
CON_M,C16_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,16,"(740, 2049, 926, 2212)",4832,447.0365772,0.303844004,10.80895892,33.36636734,112.503624,0.697146603,1.153846154,16,25,49,18,186,0.888888889,16658,539.3523712,30.88518914,-1.285306382,0.44826461,195.2316284,51.84277344,9027,949.1168711,0.125925568,9.510946728,51.84277344,194.8945923,0.51520718,1.141104294,163.6704005,52,14,0.541901789,1.759734307,12.873894,-6.135166,4,"119,221,119"
CON_M,C17_s04_MR169_CON_M_PVN,PVN_MR169_CON_M_s04,PVN,MR169,CON,M,s04,17,"(2446, 2105, 2559, 2230)",2880,278.5096664,0.466575366,10.34075419,90,85,0.650171367,0.709302326,8,4,12,4,41,2,8032,402.2914097,19.96562642,-1.080445973,0.627084775,117.8533478,13.49573421,3969,536.3574262,0.17337336,7.399916187,5.440331936,116.2359619,0.812902761,0.904,108.9311709,17,9,0.494148406,1.333255976,12.1227865,8.929675,3,"59,235,255"
CON_M,C1_s04_MR172_CON_M_PVN,PVN_MR172_CON_M_s04,PVN,MR172,CON,M,s04,1,"(3016, 204, 3153, 343)",6855,492.8771971,0.354600931,13.90812973,90,117,0.773495317,0.881355932,10,2,9,9,51,1.111111111,12299,460.7178171,26.69529926,-1.202694118,0.807993036,150.0814056,56.97613525,7707,784.3645647,0.157419777,9.825788093,56.95187378,149.7977142,0.891838682,0.985611511,115.2605744,24,9,0.626636312,1.70248368,12.793858,-5.43832,4,"119,221,119"
CON_M,C2_s04_MR172_CON_M_PVN,PVN_MR172_CON_M_s04,PVN,MR172,CON,M,s04,2,"(3014, 340, 3124, 443)",3619,306.2670255,0.484839468,11.81648594,90,82,0.285418126,1,5,1,5,7,15,0.714285714,6375,341.161469,18.68616646,-1.042791724,0.817011376,111.8864365,39.20720291,4305,406.2325346,0.327818618,10.59737868,39.20720291,111.7436981,0.76978104,1.067961165,92.45539465,14,7,0.675294118,1.190733924,13.373605,6.573674,3,"59,235,255"
CON_M,C3_s04_MR172_CON_M_PVN,PVN_MR172_CON_M_s04,PVN,MR172,CON,M,s04,3,"(3103, 377, 3159, 503)",2170,226.3675306,0.532158902,9.586180467,81.46923065,94.14674377,0.35443627,0.391304348,3,0,3,4,15,0.75,3497,301.4213547,11.60169957,-0.876048638,0.32079133,128.8168335,70.34617615,2717,311.0782081,0.352825792,8.734138006,70.16786957,128.5199432,0.270332691,0.444444444,78.54934755,12,6,0.776951673,1.032037722,0.2535075,12.885358,1,"240,200,200"
CON_M,C4_s04_MR172_CON_M_PVN,PVN_MR172_CON_M_s04,PVN,MR172,CON,M,s04,4,"(3157, 467, 3275, 554)",3970,313.8233744,0.506558719,12.65042799,90,97,0.402887586,1.462686567,2,1,5,5,18,0.4,6231,343.9066359,18.11828953,-1.056165265,0.433861716,135.8928833,24.44395447,4837,378.5340511,0.424205257,12.77824277,24.49190331,135.4918518,0.405314895,1.356321839,80.80222769,12,6,0.776279891,1.100688418,13.920754,2.6252236,3,"59,235,255"
CON_M,C5_s04_MR172_CON_M_PVN,PVN_MR172_CON_M_s04,PVN,MR172,CON,M,s04,5,"(2962, 611, 3154, 817)",2935,238.2670259,0.649665915,12.31811237,16.38954163,79.34516907,0.681379523,1,16,22,41,4,213,4,21527,631.4945199,34.08897357,-1.301766303,0.679863384,246.7802429,45,8588,1111.182887,0.0874039,7.728700739,45,246.7802429,0.505121991,0.932038835,211.9292335,50,19,0.398940865,1.759608123,12.869906,-6.062488,4,"119,221,119"
CON_M,C6_s04_MR172_CON_M_PVN,PVN_MR172_CON_M_s04,PVN,MR172,CON,M,s04,6,"(3269, 679, 3382, 804)",4649,318.066015,0.577477244,14.61646256,90,92,0.703524255,1.17721519,12,6,22,14,75,0.857142857,9926,387.6467484,25.60578682,-1.153818625,0.849202198,119.3525391,30.46554375,6165,627.7543943,0.196590905,9.820719785,30.46554565,118.8455276,0.792156631,0.904,90.56918779,24,7,0.621096111,1.619398065,12.91815,-2.6638057,4,"119,221,119"
CON_M,C7_s04_MR172_CON_M_PVN,PVN_MR172_CON_M_s04,PVN,MR172,CON,M,s04,7,"(3065, 818, 3227, 937)",4153,341.0954525,0.448559373,12.17547748,90,91,0.638631461,1.243243243,18,11,27,16,111,1.125,12866,477.1614681,26.96361894,-1.189151294,0.610791231,152.317337,73.68614197,6089,828.6488358,0.111433248,7.348106625,73.6861496,151.638504,0.634162124,1.361344538,111.1980216,30,9,0.473262863,1.73662144,12.807487,-2.3318481,4,"119,221,119"
CON_M,C8_s04_MR172_CON_M_PVN,PVN_MR172_CON_M_s04,PVN,MR172,CON,M,s04,8,"(2794, 1011, 2851, 1097)",1669,188.1837652,0.592245669,8.868990364,90,58,0.552119103,0.627118644,8,2,10,8,44,1,3904,245.6812402,15.89050917,-0.867557942,0.680419907,85,90,2580,351.847759,0.261890649,7.332716875,89.01223755,84.71156311,0.677457367,0.662790698,52.51454825,12,3,0.660860656,1.432131158,-0.5366505,11.92367,1,"240,200,200"
CON_M,C9_s04_MR172_CON_M_PVN,PVN_MR172_CON_M_s04,PVN,MR172,CON,M,s04,9,"(1191, 1030, 1320, 1177)",3847,368.3086559,0.356375795,10.44504368,13.04563713,116.4989243,0.464822175,1.379746835,11,9,21,9,82,1.222222222,11496,441.9726484,26.01065935,-1.13195131,0.521619204,162.4073639,40.36453629,5668,743.4112476,0.12887879,7.624312947,40.34664917,162.4016876,0.694088786,0.87755102,113.8507795,26,9,0.493041058,1.682029986,13.251913,-1.1530318,4,"119,221,119"
